gid,date,major_heading_id,minor_heading_id,speech_id,paragraph_pid,agreed_text,motion_title,motion_gid,chamber,__index_level_0__
uk.org.publicwhip/debate/2019-10-17c.500.1.3,2019-10-17,uk.org.publicwhip/debate/2019-10-17c.489.0,"",uk.org.publicwhip/debate/2019-10-17c.500.1,c500.1/3,"Main Question, as amended, put and agreed to.",Business of the House (Saturday 19 October),uk.org.publicwhip/debate/2019-10-17c.500.1.4,house-of-commons,486
uk.org.publicwhip/debate/2019-10-17c.568.0.2,2019-10-17,uk.org.publicwhip/debate/2019-10-17c.561.0,"",uk.org.publicwhip/debate/2019-10-17c.568.0,c568.0/2,Question put and agreed to.,Adjournment Debate: Eden Project North (Morecambe),uk.org.publicwhip/debate/2019-10-17c.561.1.1,house-of-commons,487
uk.org.publicwhip/debate/2019-10-19a.648.3.3,2019-10-19,uk.org.publicwhip/debate/2019-10-19a.569.2,uk.org.publicwhip/debate/2019-10-19a.597.2,uk.org.publicwhip/debate/2019-10-19a.648.3,a648.3/3,Amendment (a) agreed to.,Amendment: Prime Minister’s Statement: European Union (Withdrawal) Acts,uk.org.publicwhip/debate/2019-10-19a.621.2.1,house-of-commons,293
uk.org.publicwhip/debate/2019-10-19a.648.3.4,2019-10-19,uk.org.publicwhip/debate/2019-10-19a.569.2,uk.org.publicwhip/debate/2019-10-19a.597.2,uk.org.publicwhip/debate/2019-10-19a.648.3,a648.3/4,"Main Question, as amended, put and agreed to.",Prime Minister’s Statement: European Union (Withdrawal) Acts,uk.org.publicwhip/debate/2019-10-19a.648.3.5,house-of-commons,292
uk.org.publicwhip/debate/2019-10-21d.783.0.4,2019-10-21,uk.org.publicwhip/debate/2019-10-21d.769.0,"",uk.org.publicwhip/debate/2019-10-21d.783.0,d783.0/4,Question put and agreed to.,Second Reading: Business of the House,uk.org.publicwhip/debate/2019-10-21d.783.0.5,house-of-commons,525
uk.org.publicwhip/debate/2019-10-21d.786.0.19,2019-10-21,uk.org.publicwhip/debate/2019-10-21d.784.0,"",uk.org.publicwhip/debate/2019-10-21d.786.0,d786.0/19,Question put and agreed to.,Adjournment Debate: Further Education: St Austell,uk.org.publicwhip/debate/2019-10-21d.784.1.1,house-of-commons,526
uk.org.publicwhip/debate/2019-10-22d.931.9.2,2019-10-22,uk.org.publicwhip/debate/2019-10-22d.931.6,uk.org.publicwhip/debate/2019-10-22d.931.8,uk.org.publicwhip/debate/2019-10-22d.931.9,d931.9/2,Question agreed to.,Delegated Legislation,uk.org.publicwhip/debate/2019-10-22d.931.7.1,house-of-commons,236
uk.org.publicwhip/debate/2019-10-22d.932.5.2,2019-10-22,uk.org.publicwhip/debate/2019-10-22d.931.6,uk.org.publicwhip/debate/2019-10-22d.932.4,uk.org.publicwhip/debate/2019-10-22d.932.5,d932.5/2,Question agreed to.,Delegated Legislation: Exiting the European Union (Auditors),uk.org.publicwhip/debate/2019-10-22d.932.3.3,house-of-commons,237
uk.org.publicwhip/debate/2019-10-22d.933.5.2,2019-10-22,uk.org.publicwhip/debate/2019-10-22d.931.6,uk.org.publicwhip/debate/2019-10-22d.933.4,uk.org.publicwhip/debate/2019-10-22d.933.5,d933.5/2,Question agreed to.,Delegated Legislation: Exiting the European Union (Consumer Protection),uk.org.publicwhip/debate/2019-10-22d.933.5.1,house-of-commons,238
uk.org.publicwhip/debate/2019-10-22d.933.9.2,2019-10-22,uk.org.publicwhip/debate/2019-10-22d.931.6,uk.org.publicwhip/debate/2019-10-22d.933.8,uk.org.publicwhip/debate/2019-10-22d.933.9,d933.9/2,Question agreed to.,"Approve: Legal Aid, Sentencing and Punishment of Offenders Act 2012 (Legal Aid for Separated Children) (Miscellaneous Amendments) Order 2019",uk.org.publicwhip/debate/2019-10-22d.933.7.3,house-of-commons,239
uk.org.publicwhip/debate/2019-10-23c.1074.0.3,2019-10-23,uk.org.publicwhip/debate/2019-10-23c.1017.0,"",uk.org.publicwhip/debate/2019-10-23c.1074.0,c1074.0/3,Question agreed to.,The National Health Service,uk.org.publicwhip/debate/2019-10-23c.1074.0.2,house-of-commons,169
uk.org.publicwhip/debate/2019-10-23c.1081.6.2,2019-10-23,uk.org.publicwhip/debate/2019-10-23c.1081.1,uk.org.publicwhip/debate/2019-10-23c.1081.5,uk.org.publicwhip/debate/2019-10-23c.1081.6,c1081.6/2,Question agreed to.,Delegated Legislation: Exiting the European Union (Environmental Protection),uk.org.publicwhip/debate/2019-10-23c.1081.6.1,house-of-commons,170
uk.org.publicwhip/debate/2019-10-23c.1085.0.12,2019-10-23,uk.org.publicwhip/debate/2019-10-23c.1082.0,"",uk.org.publicwhip/debate/2019-10-23c.1085.0,c1085.0/12,Question put and agreed to.,Adjournment Debate: PSNI Policy: Journalists’ Data Obtained under Warrant,uk.org.publicwhip/debate/2019-10-23c.1082.1.1,house-of-commons,171
uk.org.publicwhip/debate/2019-10-24c.1260.0.19,2019-10-24,uk.org.publicwhip/debate/2019-10-24c.1255.0,"",uk.org.publicwhip/debate/2019-10-24c.1260.0,c1260.0/19,Question put and agreed to.,Adjournment Debate: Blackpool Teaching Hospitals NHS Foundation Trust,uk.org.publicwhip/debate/2019-10-24c.1255.1.1,house-of-commons,430
uk.org.publicwhip/debate/2019-10-28b.130.8.4,2019-10-28,uk.org.publicwhip/debate/2019-10-28b.82.0,"",uk.org.publicwhip/debate/2019-10-28b.130.8,b130.8/4,Question put and agreed to.,Second Reading: Environment Bill,uk.org.publicwhip/debate/2019-10-28b.82.3.1,house-of-commons,468
uk.org.publicwhip/debate/2019-10-28b.131.1.14,2019-10-28,uk.org.publicwhip/debate/2019-10-28b.131.0,"",uk.org.publicwhip/debate/2019-10-28b.131.1,b131.1/14,Question agreed to.,Environment Bill (Programme),uk.org.publicwhip/debate/2019-10-28b.131.1.1,house-of-commons,469
uk.org.publicwhip/debate/2019-10-28b.132.1.6,2019-10-28,uk.org.publicwhip/debate/2019-10-28b.132.0,"",uk.org.publicwhip/debate/2019-10-28b.132.1,b132.1/6,Question agreed to.,Environment Bill (Money),uk.org.publicwhip/debate/2019-10-28b.132.1.2,house-of-commons,470
uk.org.publicwhip/debate/2019-10-28b.132.3.7,2019-10-28,uk.org.publicwhip/debate/2019-10-28b.132.2,"",uk.org.publicwhip/debate/2019-10-28b.132.3,b132.3/7,Question agreed to.,Environment Bill (Ways and Means),uk.org.publicwhip/debate/2019-10-28b.132.3.1,house-of-commons,471
uk.org.publicwhip/debate/2019-10-28b.132.5.3,2019-10-28,uk.org.publicwhip/debate/2019-10-28b.132.4,"",uk.org.publicwhip/debate/2019-10-28b.132.5,b132.5/3,Question agreed to.,Disapply Standing Order 41A,uk.org.publicwhip/debate/2019-10-28b.132.5.1,house-of-commons,472
uk.org.publicwhip/debate/2019-10-28b.167.1.3,2019-10-28,uk.org.publicwhip/debate/2019-10-28b.144.0,"",uk.org.publicwhip/debate/2019-10-28b.167.1,b167.1/3,Question put and agreed to.,Northern Ireland  (Executive Formation etc) Act 2019,uk.org.publicwhip/debate/2019-10-28b.144.1.1,house-of-commons,473
uk.org.publicwhip/debate/2019-10-28b.168.4.2,2019-10-28,uk.org.publicwhip/debate/2019-10-28b.168.1,uk.org.publicwhip/debate/2019-10-28b.168.3,uk.org.publicwhip/debate/2019-10-28b.168.4,b168.4/2,Question agreed to.,Delegated Legislation,uk.org.publicwhip/debate/2019-10-28b.168.2.1,house-of-commons,474
uk.org.publicwhip/debate/2019-10-28b.168.6.2,2019-10-28,uk.org.publicwhip/debate/2019-10-28b.168.1,uk.org.publicwhip/debate/2019-10-28b.168.5,uk.org.publicwhip/debate/2019-10-28b.168.6,b168.6/2,Question agreed to.,Approve: Government of Wales Act 2006 (Amendment) Order 2019,uk.org.publicwhip/debate/2019-10-28b.168.4.3,house-of-commons,475
uk.org.publicwhip/debate/2019-10-28b.176.0.3,2019-10-28,uk.org.publicwhip/debate/2019-10-28b.168.7,"",uk.org.publicwhip/debate/2019-10-28b.176.0,b176.0/3,Question put and agreed to.,Adjournment Debate: Southern Water,uk.org.publicwhip/debate/2019-10-28b.168.8.1,house-of-commons,476
uk.org.publicwhip/debate/2019-10-29b.226.1.3,2019-10-29,uk.org.publicwhip/debate/2019-10-29b.221.0,"",uk.org.publicwhip/debate/2019-10-29b.226.1,b226.1/3,"Main Question, as amended, put and agreed to.",Second Reading: Miscellaneous,uk.org.publicwhip/debate/2019-10-29b.226.1.4,house-of-commons,351
uk.org.publicwhip/debate/2019-10-29b.289.1.3,2019-10-29,uk.org.publicwhip/debate/2019-10-29b.233.0,"",uk.org.publicwhip/debate/2019-10-29b.289.1,b289.1/3,Question put and agreed to.,Second Reading: Early Parliamentary General Election Bill,uk.org.publicwhip/debate/2019-10-29b.233.3.1,house-of-commons,352
uk.org.publicwhip/debate/2019-10-29b.342.1.8,2019-10-29,uk.org.publicwhip/debate/2019-10-29b.337.0,"",uk.org.publicwhip/debate/2019-10-29b.342.1,b342.1/8,Question put and agreed to.,Adjournment Debate: Minerals Mining (Barford),uk.org.publicwhip/debate/2019-10-29b.337.1.1,house-of-commons,353
uk.org.publicwhip/debate/2019-10-30a.447.0.3,2019-10-30,uk.org.publicwhip/debate/2019-10-30a.425.0,"",uk.org.publicwhip/debate/2019-10-30a.447.0,a447.0/3,Question agreed to.,Second Reading: Northern Ireland Budget Bill,uk.org.publicwhip/debate/2019-10-30a.425.3.1,house-of-commons,339
uk.org.publicwhip/debate/2019-10-30a.451.7.7,2019-10-30,uk.org.publicwhip/debate/2019-10-30a.448.0,uk.org.publicwhip/debate/2019-10-30a.448.4,uk.org.publicwhip/debate/2019-10-30a.451.7,a451.7/7,Question put and agreed to.,Northern Ireland Budget Bill: Issue of sum out of the Consolidated Fund for the year ending 31 March 2020 and appropriation of that sum,uk.org.publicwhip/debate/2019-10-30a.448.5.1,house-of-commons,340
uk.org.publicwhip/debate/2019-10-30a.456.1.16,2019-10-30,uk.org.publicwhip/debate/2019-10-30a.448.0,uk.org.publicwhip/debate/2019-10-30a.448.4,uk.org.publicwhip/debate/2019-10-30a.456.1,a456.1/16,Question put and agreed to.,Third Reading: Northern Ireland Budget Bill,uk.org.publicwhip/debate/2019-10-30a.452.0.1,house-of-commons,341
uk.org.publicwhip/debate/2019-10-30a.476.0.2,2019-10-30,uk.org.publicwhip/debate/2019-10-30a.464.0,"",uk.org.publicwhip/debate/2019-10-30a.476.0,a476.0/2,Question put and agreed to.,Adjournment Debate: Cross-border Trade and Accounting,uk.org.publicwhip/debate/2019-10-30a.464.1.1,house-of-commons,342
uk.org.publicwhip/debate/2019-10-31a.562.4.2,2019-10-31,uk.org.publicwhip/debate/2019-10-31a.553.0,"",uk.org.publicwhip/debate/2019-10-31a.562.4,a562.4/2,Question put and agreed to.,Standards,uk.org.publicwhip/debate/2019-10-31a.553.1.1,house-of-commons,13
uk.org.publicwhip/debate/2019-10-31a.580.1.3,2019-10-31,uk.org.publicwhip/debate/2019-10-31a.563.0,"",uk.org.publicwhip/debate/2019-10-31a.580.1,a580.1/3,Question put and agreed to.,Tributes to the Speaker’s Chaplain,uk.org.publicwhip/debate/2019-10-31a.563.2.1,house-of-commons,14
uk.org.publicwhip/debate/2019-10-31a.584.0.5,2019-10-31,uk.org.publicwhip/debate/2019-10-31a.583.0,"",uk.org.publicwhip/debate/2019-10-31a.584.0,a584.0/5,Question put and agreed to.,Northern Ireland,uk.org.publicwhip/debate/2019-10-31a.583.2.1,house-of-commons,15
uk.org.publicwhip/debate/2019-10-31a.591.0.6,2019-10-31,uk.org.publicwhip/debate/2019-10-31a.586.0,"",uk.org.publicwhip/debate/2019-10-31a.591.0,a591.0/6,Question put and agreed to.,Approve: Civil Partnership (Opposite-sex Couples) Regulations 2019,uk.org.publicwhip/debate/2019-10-31a.586.2.1,house-of-commons,16
uk.org.publicwhip/debate/2019-10-31a.592.6.2,2019-10-31,uk.org.publicwhip/debate/2019-10-31a.592.3,uk.org.publicwhip/debate/2019-10-31a.592.5,uk.org.publicwhip/debate/2019-10-31a.592.6,a592.6/2,Question agreed to.,Delegated Legislation,uk.org.publicwhip/debate/2019-10-31a.592.4.2,house-of-commons,17
uk.org.publicwhip/debate/2019-10-31a.594.1.2,2019-10-31,uk.org.publicwhip/debate/2019-10-31a.592.3,uk.org.publicwhip/debate/2019-10-31a.594.0,uk.org.publicwhip/debate/2019-10-31a.594.1,a594.1/2,Question agreed to.,Delegated Legislation: Representation of the People,uk.org.publicwhip/debate/2019-10-31a.592.10.3,house-of-commons,18
uk.org.publicwhip/debate/2019-10-31a.595.1.2,2019-10-31,uk.org.publicwhip/debate/2019-10-31a.592.3,uk.org.publicwhip/debate/2019-10-31a.595.0,uk.org.publicwhip/debate/2019-10-31a.595.1,a595.1/2,Question agreed to.,Approve: Terrorism Act 2000 (Proscribed Organisations) (Amendment) (No. 2) Order 2019,uk.org.publicwhip/debate/2019-10-31a.594.1.3,house-of-commons,19
uk.org.publicwhip/debate/2019-10-31a.595.3.2,2019-10-31,uk.org.publicwhip/debate/2019-10-31a.592.3,uk.org.publicwhip/debate/2019-10-31a.595.2,uk.org.publicwhip/debate/2019-10-31a.595.3,a595.3/2,Question agreed to.,Approve: Welfare of Animals at the Time of Killing (England and Northern Ireland) (Amendment) (EU Exit) Regulations 2019,uk.org.publicwhip/debate/2019-10-31a.595.1.3,house-of-commons,20
uk.org.publicwhip/debate/2019-10-31a.595.5.2,2019-10-31,uk.org.publicwhip/debate/2019-10-31a.592.3,uk.org.publicwhip/debate/2019-10-31a.595.4,uk.org.publicwhip/debate/2019-10-31a.595.5,a595.5/2,Question agreed to.,Delegated Legislation: Exiting the European Union (Animals),uk.org.publicwhip/debate/2019-10-31a.595.3.3,house-of-commons,21
uk.org.publicwhip/debate/2019-10-31a.604.1.8,2019-10-31,uk.org.publicwhip/debate/2019-10-31a.598.0,"",uk.org.publicwhip/debate/2019-10-31a.604.1,a604.1/8,Question put and agreed to.,Adjournment Debate: Housing Succession Policy,uk.org.publicwhip/debate/2019-10-31a.598.1.1,house-of-commons,22
uk.org.publicwhip/debate/2019-11-04a.619.2.3,2019-11-04,uk.org.publicwhip/debate/2019-11-04a.607.0,"",uk.org.publicwhip/debate/2019-11-04a.619.2,a619.2/3,Question agreed to.,Election of Speaker,uk.org.publicwhip/debate/2019-11-04a.619.2.2,house-of-commons,516
uk.org.publicwhip/debate/2019-11-05b.681.2.6,2019-11-05,uk.org.publicwhip/debate/2019-11-05b.668.0,"",uk.org.publicwhip/debate/2019-11-05b.681.2,b681.2/6,Question put and agreed to.,Second Reading: Historical Institutional Abuse (Northern Ireland) Bill [Lords],uk.org.publicwhip/debate/2019-11-05b.668.3.1,house-of-commons,302
uk.org.publicwhip/debate/2019-11-05b.683.1.2,2019-11-05,uk.org.publicwhip/debate/2019-11-05b.668.0,"",uk.org.publicwhip/debate/2019-11-05b.683.1,b683.1/2,Question agreed to.,Third Reading: Historical Institutional Abuse (Northern Ireland) Bill [Lords],uk.org.publicwhip/debate/2019-11-05b.682.0.1,house-of-commons,303
uk.org.publicwhip/debate/2019-11-05b.743.0.28,2019-11-05,uk.org.publicwhip/debate/2019-11-05b.728.0,"",uk.org.publicwhip/debate/2019-11-05b.743.0,b743.0/28,Question put and agreed to.,Valedictory Debate,uk.org.publicwhip/debate/2019-11-05b.743.0.29,house-of-commons,304
uk.org.publicwhip/debate/2019-11-05b.755.1.7,2019-11-05,uk.org.publicwhip/debate/2019-11-05b.750.0,"",uk.org.publicwhip/debate/2019-11-05b.755.1,b755.1/7,Question put and agreed to.,Adjournment Debate: Special Educational Needs and Disabilities (Suffolk),uk.org.publicwhip/debate/2019-11-05b.750.1.1,house-of-commons,305
uk.org.publicwhip/debate/2019-12-17b.3.0.9,2019-12-17,uk.org.publicwhip/debate/2019-12-17b.1.2,uk.org.publicwhip/debate/2019-12-17b.1.4,uk.org.publicwhip/debate/2019-12-17b.3.0,b3.0/9,Question put and agreed to.,Message to attend the Lords Commissioners: Election of Speaker,uk.org.publicwhip/debate/2019-12-17b.3.0.8,house-of-commons,480
uk.org.publicwhip/debate/2019-12-19c.143.0.7,2019-12-19,uk.org.publicwhip/debate/2019-12-19c.134.0,"",uk.org.publicwhip/debate/2019-12-19c.143.0,c143.0/7,Question put and agreed to.,Adjournment Debate: Electoral Practices,uk.org.publicwhip/debate/2019-12-19c.134.1.1,house-of-commons,214
uk.org.publicwhip/debate/2019-12-19c.30.0.2,2019-12-19,uk.org.publicwhip/debate/2019-12-19c.29.0,"",uk.org.publicwhip/debate/2019-12-19c.30.0,c30.0/2,Question put and agreed to.,Business of the House (19 and 20 December),uk.org.publicwhip/debate/2019-12-19c.29.2.1,house-of-commons,213
uk.org.publicwhip/debate/2019-12-20a.226.1.9,2019-12-20,uk.org.publicwhip/debate/2019-12-20a.226.0,"",uk.org.publicwhip/debate/2019-12-20a.226.1,a226.1/9,Question agreed to.,European Union (Withdrawal Agreement) Bill (Money),uk.org.publicwhip/debate/2019-12-20a.226.1.2,house-of-commons,245
uk.org.publicwhip/debate/2019-12-20a.226.3.5,2019-12-20,uk.org.publicwhip/debate/2019-12-20a.226.2,"",uk.org.publicwhip/debate/2019-12-20a.226.3,a226.3/5,Question agreed to.,European Union (Withdrawal Agreement) Bill (Ways and Means),uk.org.publicwhip/debate/2019-12-20a.226.3.1,house-of-commons,246
uk.org.publicwhip/debate/2019-12-20a.231.2.14,2019-12-20,uk.org.publicwhip/debate/2019-12-20a.228.0,"",uk.org.publicwhip/debate/2019-12-20a.231.2,a231.2/14,Question put and agreed to.,Adjournment Debate: Southend: City Status,uk.org.publicwhip/debate/2019-12-20a.228.1.1,house-of-commons,247
uk.org.publicwhip/debate/2020-01-07b.309.4.3,2020-01-07,uk.org.publicwhip/debate/2020-01-07b.277.0,uk.org.publicwhip/debate/2020-01-07b.277.5,uk.org.publicwhip/debate/2020-01-07b.309.4,b309.4/3,Question put and agreed to.,European Union (Withdrawal Agreement) Bill: Saving of ECA for implementation period,uk.org.publicwhip/debate/2020-01-07b.277.6.1,house-of-commons,24
uk.org.publicwhip/debate/2020-01-07b.365.1.4,2020-01-07,uk.org.publicwhip/debate/2020-01-07b.353.0,"",uk.org.publicwhip/debate/2020-01-07b.365.1,b365.1/4,Question put and agreed to.,Adjournment Debate: UK Special Forces: Iraq and Afghanistan,uk.org.publicwhip/debate/2020-01-07b.365.0.3,house-of-commons,25
uk.org.publicwhip/debate/2020-01-08d.547.1.3,2020-01-08,uk.org.publicwhip/debate/2020-01-08d.547.0,"",uk.org.publicwhip/debate/2020-01-08d.547.1,d547.1/3,Question agreed to.,Disapply Standing Order 41A,uk.org.publicwhip/debate/2020-01-08d.547.1.1,house-of-commons,73
uk.org.publicwhip/debate/2020-01-08d.550.0.3,2020-01-08,uk.org.publicwhip/debate/2020-01-08d.549.0,"",uk.org.publicwhip/debate/2020-01-08d.550.0,d550.0/3,Question put and agreed to.,European Union (Withdrawal) Acts,uk.org.publicwhip/debate/2020-01-08d.549.1.1,house-of-commons,74
uk.org.publicwhip/debate/2020-01-08d.573.0.14,2020-01-08,uk.org.publicwhip/debate/2020-01-08d.552.0,"",uk.org.publicwhip/debate/2020-01-08d.573.0,d573.0/14,Question put and agreed to.,Northern Ireland (Executive Formation etc) Act 2019,uk.org.publicwhip/debate/2020-01-08d.552.1.1,house-of-commons,75
uk.org.publicwhip/debate/2020-01-08d.583.1.5,2020-01-08,uk.org.publicwhip/debate/2020-01-08d.576.0,"",uk.org.publicwhip/debate/2020-01-08d.583.1,d583.1/5,Question put and agreed to.,Adjournment Debate: SPAC Nation,uk.org.publicwhip/debate/2020-01-08d.576.1.1,house-of-commons,76
uk.org.publicwhip/debate/2020-01-09c.728.1.5,2020-01-09,uk.org.publicwhip/debate/2020-01-09c.721.0,"",uk.org.publicwhip/debate/2020-01-09c.728.1,c728.1/5,Question put and agreed to.,Adjournment Debate: Hospital Improvement Plans: VAT Rules,uk.org.publicwhip/debate/2020-01-09c.721.1.1,house-of-commons,294
uk.org.publicwhip/debate/2020-01-13b.860.0.20,2020-01-13,uk.org.publicwhip/debate/2020-01-13b.855.0,"",uk.org.publicwhip/debate/2020-01-13b.860.0,b860.0/20,Question put and agreed to.,Adjournment Debate: Official Development Assistance Target,uk.org.publicwhip/debate/2020-01-13b.855.1.1,house-of-commons,427
uk.org.publicwhip/debate/2020-01-15d.1126.1.7,2020-01-15,uk.org.publicwhip/debate/2020-01-15d.1121.0,"",uk.org.publicwhip/debate/2020-01-15d.1126.1,d1126.1/7,Question put and agreed to.,Adjournment Debate: Ockenden Review of Maternity Care: Shrewsbury and Telford,uk.org.publicwhip/debate/2020-01-15d.1121.1.1,house-of-commons,626
uk.org.publicwhip/debate/2020-01-16f.1266.5.3,2020-01-16,uk.org.publicwhip/debate/2020-01-16f.1266.4,"",uk.org.publicwhip/debate/2020-01-16f.1266.5,f1266.5/3,Question agreed to.,"Adjournment (February, Easter, May Day, Whitsun, summer and Conference Recess)",uk.org.publicwhip/debate/2020-01-16f.1266.5.2,house-of-commons,166
uk.org.publicwhip/debate/2020-01-16f.1277.1.9,2020-01-16,uk.org.publicwhip/debate/2020-01-16f.1270.0,"",uk.org.publicwhip/debate/2020-01-16f.1277.1,f1277.1/9,Question put and agreed to.,Adjournment Debate: Protection for New Home Buyers,uk.org.publicwhip/debate/2020-01-16f.1270.1.1,house-of-commons,167
uk.org.publicwhip/debate/2020-01-20e.147.0.15,2020-01-20,uk.org.publicwhip/debate/2020-01-20e.142.0,"",uk.org.publicwhip/debate/2020-01-20e.147.0,e147.0/15,Question put and agreed to.,Adjournment Debate: Lowestoft Tidal Flood Barrier,uk.org.publicwhip/debate/2020-01-20e.142.1.1,house-of-commons,608
uk.org.publicwhip/debate/2020-01-21a.218.1.11,2020-01-21,uk.org.publicwhip/debate/2020-01-21a.171.0,"",uk.org.publicwhip/debate/2020-01-21a.218.1,a218.1/11,Question put and agreed to.,Second Reading: Direct Payments to Farmers  (Legislative Continuity) Bill,uk.org.publicwhip/debate/2020-01-21a.171.2.1,house-of-commons,189
uk.org.publicwhip/debate/2020-01-21a.220.7.2,2020-01-21,uk.org.publicwhip/debate/2020-01-21a.220.6,"",uk.org.publicwhip/debate/2020-01-21a.220.7,a220.7/2,Question agreed to.,Direct Payments to Farmers (Legislative Continuity) Bill (Programme),uk.org.publicwhip/debate/2020-01-21a.220.1.1,house-of-commons,190
uk.org.publicwhip/debate/2020-01-21a.220.9.8,2020-01-21,uk.org.publicwhip/debate/2020-01-21a.220.8,"",uk.org.publicwhip/debate/2020-01-21a.220.9,a220.9/8,Question agreed to.,Direct Payments to Farmers (Legislative Continuity) Bill (Money),uk.org.publicwhip/debate/2020-01-21a.220.9.2,house-of-commons,191
uk.org.publicwhip/debate/2020-01-21a.269.0.11,2020-01-21,uk.org.publicwhip/debate/2020-01-21a.221.0,"",uk.org.publicwhip/debate/2020-01-21a.269.0,a269.0/11,Question agreed to.,Grenfell Tower Inquiry: Phase 1 Report,uk.org.publicwhip/debate/2020-01-21a.269.0.9,house-of-commons,192
uk.org.publicwhip/debate/2020-01-21a.272.1.9,2020-01-21,uk.org.publicwhip/debate/2020-01-21a.221.0,"",uk.org.publicwhip/debate/2020-01-21a.272.1,a272.1/9,Question put and agreed to.,Grenfell Tower Inquiry: Phase 1 Report,uk.org.publicwhip/debate/2020-01-21a.272.1.10,house-of-commons,193
uk.org.publicwhip/debate/2020-01-21a.279.1.14,2020-01-21,uk.org.publicwhip/debate/2020-01-21a.275.0,"",uk.org.publicwhip/debate/2020-01-21a.279.1,a279.1/14,Question put and agreed to.,Adjournment Debate: Stepping Hill Hospital,uk.org.publicwhip/debate/2020-01-21a.275.1.1,house-of-commons,194
