division_gid,motion_gid,chamber,__index_level_0__
uk.org.publicwhip/debate/2022-02-28a.855.0,uk.org.publicwhip/debate/2022-02-28a.854.2.10,house-of-commons,92
uk.org.publicwhip/debate/2022-02-28a.859.2,uk.org.publicwhip/debate/2022-02-28a.859.1.1,house-of-commons,89
uk.org.publicwhip/debate/2022-02-28a.863.2,uk.org.publicwhip/debate/2022-02-28a.863.1.1,house-of-commons,90
uk.org.publicwhip/debate/2022-02-28a.867.2,uk.org.publicwhip/debate/2022-02-28a.867.1.1,house-of-commons,91
uk.org.publicwhip/debate/2022-03-01d.1001.0,uk.org.publicwhip/debate/2022-03-01d.1000.0.7,house-of-commons,201
uk.org.publicwhip/debate/2022-03-01d.1004.2,uk.org.publicwhip/debate/2022-03-01d.1004.1.1,house-of-commons,200
uk.org.publicwhip/debate/2022-03-02a.1153.2,uk.org.publicwhip/debate/2022-03-02a.1153.3.1,house-of-commons,222
uk.org.publicwhip/debate/2022-03-02a.1155.0,uk.org.publicwhip/debate/2022-03-02a.1153.3.4,house-of-commons,221
uk.org.publicwhip/debate/2022-03-07c.150.4,uk.org.publicwhip/debate/2022-03-07c.150.3.1,house-of-commons,153
uk.org.publicwhip/debate/2022-03-07c.154.2,uk.org.publicwhip/debate/2022-03-07c.154.1.1,house-of-commons,154
uk.org.publicwhip/debate/2022-03-07c.159.1,uk.org.publicwhip/debate/2022-03-07c.158.1.1,house-of-commons,155
uk.org.publicwhip/debate/2022-03-09b.443.3,uk.org.publicwhip/debate/2022-03-09b.443.2.1,house-of-commons,145
uk.org.publicwhip/debate/2022-03-14b.657.1,uk.org.publicwhip/debate/2022-03-14b.657.0.4,house-of-commons,174
uk.org.publicwhip/debate/2022-03-14b.674.2,uk.org.publicwhip/debate/2022-03-14b.674.1.1,house-of-commons,176
uk.org.publicwhip/debate/2022-03-14b.680.0,uk.org.publicwhip/debate/2022-03-14b.678.2.1,house-of-commons,175
uk.org.publicwhip/debate/2022-03-14b.717.5,uk.org.publicwhip/debate/2022-03-14b.683.4.1,house-of-commons,177
uk.org.publicwhip/debate/2022-03-14b.721.2,uk.org.publicwhip/debate/2022-03-14b.721.1.1,house-of-commons,178
uk.org.publicwhip/debate/2022-03-14b.725.3,uk.org.publicwhip/debate/2022-03-14b.725.2.1,house-of-commons,179
uk.org.publicwhip/debate/2022-03-18a.1163.2,uk.org.publicwhip/debate/2022-03-18a.1163.1.2,house-of-commons,180
uk.org.publicwhip/debate/2022-03-21b.90.0,uk.org.publicwhip/debate/2022-03-21b.90.1.3,house-of-commons,238
uk.org.publicwhip/debate/2022-03-22e.231.2,uk.org.publicwhip/debate/2022-03-22e.231.1.1,house-of-commons,184
uk.org.publicwhip/debate/2022-03-22e.235.2,uk.org.publicwhip/debate/2022-03-22e.235.1.1,house-of-commons,185
uk.org.publicwhip/debate/2022-03-22e.239.2,uk.org.publicwhip/debate/2022-03-22e.239.1.1,house-of-commons,186
uk.org.publicwhip/debate/2022-03-22e.243.2,uk.org.publicwhip/debate/2022-03-22e.243.1.1,house-of-commons,187
uk.org.publicwhip/debate/2022-03-22e.247.2,uk.org.publicwhip/debate/2022-03-22e.247.1.1,house-of-commons,188
uk.org.publicwhip/debate/2022-03-22e.251.2,uk.org.publicwhip/debate/2022-03-22e.251.1.1,house-of-commons,189
uk.org.publicwhip/debate/2022-03-22e.255.2,uk.org.publicwhip/debate/2022-03-22e.255.1.1,house-of-commons,190
uk.org.publicwhip/debate/2022-03-22e.259.2,uk.org.publicwhip/debate/2022-03-22e.259.1.1,house-of-commons,191
uk.org.publicwhip/debate/2022-03-22e.286.0,uk.org.publicwhip/debate/2022-03-22e.284.1.8,house-of-commons,192
uk.org.publicwhip/debate/2022-03-22e.290.0,uk.org.publicwhip/debate/2022-03-22e.289.1.1,house-of-commons,193
uk.org.publicwhip/debate/2022-03-22e.293.2,uk.org.publicwhip/debate/2022-03-22e.293.1.1,house-of-commons,194
uk.org.publicwhip/debate/2022-03-22e.297.2,uk.org.publicwhip/debate/2022-03-22e.297.1.1,house-of-commons,195
uk.org.publicwhip/debate/2022-03-22e.301.2,uk.org.publicwhip/debate/2022-03-22e.301.1.1,house-of-commons,196
uk.org.publicwhip/debate/2022-03-28c.619.0,uk.org.publicwhip/debate/2022-03-28c.619.1.5,house-of-commons,100
uk.org.publicwhip/debate/2022-03-28c.640.3,uk.org.publicwhip/debate/2022-03-28c.640.2.1,house-of-commons,101
uk.org.publicwhip/debate/2022-03-28c.644.2,uk.org.publicwhip/debate/2022-03-28c.644.1.1,house-of-commons,102
uk.org.publicwhip/debate/2022-03-28c.647.2,uk.org.publicwhip/debate/2022-03-28c.647.1.1,house-of-commons,103
uk.org.publicwhip/debate/2022-03-29b.789.7,uk.org.publicwhip/debate/2022-03-29b.789.4.1,house-of-commons,223
uk.org.publicwhip/debate/2022-03-30b.894.2,uk.org.publicwhip/debate/2022-03-30b.894.1.1,house-of-commons,207
uk.org.publicwhip/debate/2022-03-30b.897.2,uk.org.publicwhip/debate/2022-03-30b.897.1.2,house-of-commons,211
uk.org.publicwhip/debate/2022-03-30b.927.5,uk.org.publicwhip/debate/2022-03-30b.927.4.2,house-of-commons,212
uk.org.publicwhip/debate/2022-03-30b.930.2,uk.org.publicwhip/debate/2022-03-30b.930.1.1,house-of-commons,208
uk.org.publicwhip/debate/2022-03-30b.952.0,uk.org.publicwhip/debate/2022-03-30b.951.1.1,house-of-commons,209
uk.org.publicwhip/debate/2022-03-30b.955.2,uk.org.publicwhip/debate/2022-03-30b.955.1.1,house-of-commons,210
uk.org.publicwhip/debate/2022-04-20c.218.3,uk.org.publicwhip/debate/2022-04-20c.218.2.1,house-of-commons,111
uk.org.publicwhip/debate/2022-04-20c.222.0,uk.org.publicwhip/debate/2022-04-20c.218.4.4,house-of-commons,109
uk.org.publicwhip/debate/2022-04-20c.226.0,uk.org.publicwhip/debate/2022-04-20c.181.4.1,house-of-commons,112
uk.org.publicwhip/debate/2022-04-20c.230.0,uk.org.publicwhip/debate/2022-04-20c.226.1.5,house-of-commons,110
uk.org.publicwhip/debate/2022-04-20c.254.2,uk.org.publicwhip/debate/2022-04-20c.254.0.3,house-of-commons,124
uk.org.publicwhip/debate/2022-04-20c.258.2,uk.org.publicwhip/debate/2022-04-20c.258.1.1,house-of-commons,113
uk.org.publicwhip/debate/2022-04-20c.262.2,uk.org.publicwhip/debate/2022-04-20c.262.1.1,house-of-commons,114
uk.org.publicwhip/debate/2022-04-20c.266.2,uk.org.publicwhip/debate/2022-04-20c.266.1.1,house-of-commons,115
uk.org.publicwhip/debate/2022-04-20c.270.2,uk.org.publicwhip/debate/2022-04-20c.270.1.1,house-of-commons,116
uk.org.publicwhip/debate/2022-04-20c.274.3,uk.org.publicwhip/debate/2022-04-20c.274.2.1,house-of-commons,117
uk.org.publicwhip/debate/2022-04-20c.278.3,uk.org.publicwhip/debate/2022-04-20c.278.2.1,house-of-commons,118
uk.org.publicwhip/debate/2022-04-20c.283.2,uk.org.publicwhip/debate/2022-04-20c.283.1.1,house-of-commons,119
uk.org.publicwhip/debate/2022-04-20c.287.2,uk.org.publicwhip/debate/2022-04-20c.287.1.1,house-of-commons,120
uk.org.publicwhip/debate/2022-04-20c.291.3,uk.org.publicwhip/debate/2022-04-20c.291.2.1,house-of-commons,121
uk.org.publicwhip/debate/2022-04-20c.295.3,uk.org.publicwhip/debate/2022-04-20c.295.2.1,house-of-commons,122
uk.org.publicwhip/debate/2022-04-20c.299.2,uk.org.publicwhip/debate/2022-04-20c.299.1.1,house-of-commons,123
uk.org.publicwhip/debate/2022-04-25b.513.0,uk.org.publicwhip/debate/2022-04-25b.517.1.1,house-of-commons,225
uk.org.publicwhip/debate/2022-04-25b.517.2,uk.org.publicwhip/debate/2022-04-25b.500.5.2,house-of-commons,224
uk.org.publicwhip/debate/2022-04-25b.539.0,uk.org.publicwhip/debate/2022-04-25b.539.1.8,house-of-commons,227
uk.org.publicwhip/debate/2022-04-25b.542.0,uk.org.publicwhip/debate/2022-04-25b.539.1.10,house-of-commons,226
uk.org.publicwhip/debate/2022-04-26c.616.0,uk.org.publicwhip/debate/2022-04-26c.615.0.7,house-of-commons,17
uk.org.publicwhip/debate/2022-04-26c.619.2,uk.org.publicwhip/debate/2022-04-26c.619.1.1,house-of-commons,15
uk.org.publicwhip/debate/2022-04-26c.621.2,uk.org.publicwhip/debate/2022-04-26c.621.1.1,house-of-commons,16
uk.org.publicwhip/debate/2022-04-26c.720.1,uk.org.publicwhip/debate/2022-04-26c.720.0.2,house-of-commons,20
uk.org.publicwhip/debate/2022-04-26c.723.0,uk.org.publicwhip/debate/2022-04-26c.720.2.4,house-of-commons,18
uk.org.publicwhip/debate/2022-04-26c.727.0,uk.org.publicwhip/debate/2022-04-26c.723.1.5,house-of-commons,19
uk.org.publicwhip/debate/2022-04-27a.830.0,uk.org.publicwhip/debate/2022-04-27a.828.0.10,house-of-commons,199
uk.org.publicwhip/debate/2022-04-27a.834.2,uk.org.publicwhip/debate/2022-04-27a.834.1.1,house-of-commons,197
uk.org.publicwhip/debate/2022-04-27a.838.2,uk.org.publicwhip/debate/2022-04-27a.838.1.1,house-of-commons,198
uk.org.publicwhip/debate/2022-05-17d.652.0,uk.org.publicwhip/debate/2022-05-17d.652.1.4,house-of-commons,77
uk.org.publicwhip/debate/2022-05-18b.792.0,uk.org.publicwhip/debate/2022-05-18b.702.5.1,house-of-commons,170
uk.org.publicwhip/debate/2022-05-18b.796.0,uk.org.publicwhip/debate/2022-05-18b.792.1.5,house-of-commons,167
uk.org.publicwhip/debate/2022-05-18b.799.0,uk.org.publicwhip/debate/2022-05-18b.796.1.5,house-of-commons,168
uk.org.publicwhip/debate/2022-05-18b.802.0,uk.org.publicwhip/debate/2022-05-18b.802.1.3,house-of-commons,169
uk.org.publicwhip/debate/2022-05-23b.126.2,uk.org.publicwhip/debate/2022-05-23b.48.3.1,house-of-commons,35
uk.org.publicwhip/debate/2022-05-23b.130.0,uk.org.publicwhip/debate/2022-05-23b.126.3.3,house-of-commons,34
uk.org.publicwhip/debate/2022-05-24a.257.0,uk.org.publicwhip/debate/2022-05-24a.175.3.1,house-of-commons,31
uk.org.publicwhip/debate/2022-05-25a.337.4,uk.org.publicwhip/debate/2022-05-25a.337.3.1,house-of-commons,171
uk.org.publicwhip/debate/2022-06-07c.726.0,uk.org.publicwhip/debate/2022-06-07c.726.1.3,house-of-commons,166
uk.org.publicwhip/debate/2022-06-13b.104.3,uk.org.publicwhip/debate/2022-06-13b.104.2.1,house-of-commons,240
uk.org.publicwhip/debate/2022-06-13b.108.2,uk.org.publicwhip/debate/2022-06-13b.108.1.3,house-of-commons,241
uk.org.publicwhip/debate/2022-06-14d.206.1,uk.org.publicwhip/debate/2022-06-14d.159.2.1,house-of-commons,220
uk.org.publicwhip/debate/2022-06-15b.367.0,uk.org.publicwhip/debate/2022-06-15b.317.4.1,house-of-commons,164
uk.org.publicwhip/debate/2022-06-15b.370.2,uk.org.publicwhip/debate/2022-06-15b.370.3.3,house-of-commons,163
uk.org.publicwhip/debate/2022-06-20e.661.0,uk.org.publicwhip/debate/2022-06-20e.600.2.1,house-of-commons,32
uk.org.publicwhip/debate/2022-06-21b.813.0,uk.org.publicwhip/debate/2022-06-21b.770.1.1,house-of-commons,236
uk.org.publicwhip/debate/2022-06-22b.939.3,uk.org.publicwhip/debate/2022-06-22b.939.2.1,house-of-commons,243
uk.org.publicwhip/debate/2022-06-27d.128.3,uk.org.publicwhip/debate/2022-06-27d.38.3.1,house-of-commons,68
uk.org.publicwhip/debate/2022-06-29b.408.2,uk.org.publicwhip/debate/2022-06-29b.408.1.1,house-of-commons,146
uk.org.publicwhip/debate/2022-06-29b.411.0,uk.org.publicwhip/debate/2022-06-29b.408.3.3,house-of-commons,147
uk.org.publicwhip/debate/2022-06-29b.415.0,uk.org.publicwhip/debate/2022-06-29b.411.1.3,house-of-commons,148
uk.org.publicwhip/debate/2022-07-04a.661.4,uk.org.publicwhip/debate/2022-07-04a.661.3.1,house-of-commons,158
uk.org.publicwhip/debate/2022-07-04a.665.2,uk.org.publicwhip/debate/2022-07-04a.665.1.1,house-of-commons,159
uk.org.publicwhip/debate/2022-07-04a.669.0,uk.org.publicwhip/debate/2022-07-04a.665.3.3,house-of-commons,156
uk.org.publicwhip/debate/2022-07-04a.673.2,uk.org.publicwhip/debate/2022-07-04a.673.1.1,house-of-commons,160
uk.org.publicwhip/debate/2022-07-04a.678.0,uk.org.publicwhip/debate/2022-07-04a.677.1.1,house-of-commons,161
uk.org.publicwhip/debate/2022-07-04a.687.1,uk.org.publicwhip/debate/2022-07-04a.683.6.1,house-of-commons,157
uk.org.publicwhip/debate/2022-07-04a.691.7,uk.org.publicwhip/debate/2022-07-04a.691.4.3,house-of-commons,162
uk.org.publicwhip/debate/2022-07-11e.102.1,uk.org.publicwhip/debate/2022-07-11e.102.2.3,house-of-commons,135
uk.org.publicwhip/debate/2022-07-11e.106.2,uk.org.publicwhip/debate/2022-07-11e.106.1.1,house-of-commons,136
uk.org.publicwhip/debate/2022-07-11e.67.2,uk.org.publicwhip/debate/2022-07-11e.67.1.1,house-of-commons,133
uk.org.publicwhip/debate/2022-07-11e.70.0,uk.org.publicwhip/debate/2022-07-11e.67.3.3,house-of-commons,132
uk.org.publicwhip/debate/2022-07-11e.74.0,uk.org.publicwhip/debate/2022-07-11e.73.1.1,house-of-commons,134
uk.org.publicwhip/debate/2022-07-12e.219.3,uk.org.publicwhip/debate/2022-07-12e.219.2.1,house-of-commons,104
uk.org.publicwhip/debate/2022-07-12e.230.4,uk.org.publicwhip/debate/2022-07-12e.230.3.1,house-of-commons,105
uk.org.publicwhip/debate/2022-07-12e.235.0,uk.org.publicwhip/debate/2022-07-12e.234.2.1,house-of-commons,106
uk.org.publicwhip/debate/2022-07-12e.260.1,uk.org.publicwhip/debate/2022-07-12e.264.1.1,house-of-commons,108
uk.org.publicwhip/debate/2022-07-12e.266.2,uk.org.publicwhip/debate/2022-07-12e.266.1.3,house-of-commons,107
uk.org.publicwhip/debate/2022-07-13c.413.1,uk.org.publicwhip/debate/2022-07-13c.413.0.4,house-of-commons,49
uk.org.publicwhip/debate/2022-07-13c.417.0,uk.org.publicwhip/debate/2022-07-13c.413.2.6,house-of-commons,50
uk.org.publicwhip/debate/2022-07-13c.421.0,uk.org.publicwhip/debate/2022-07-13c.421.0,house-of-commons,53
uk.org.publicwhip/debate/2022-07-13c.426.0,uk.org.publicwhip/debate/2022-07-13c.425.1.1,house-of-commons,51
uk.org.publicwhip/debate/2022-07-13c.450.0,uk.org.publicwhip/debate/2022-07-13c.450.1.5,house-of-commons,52
uk.org.publicwhip/debate/2022-07-18c.808.2,uk.org.publicwhip/debate/2022-07-18c.808.3.3,house-of-commons,54
uk.org.publicwhip/debate/2022-07-19a.906.1,uk.org.publicwhip/debate/2022-07-19a.868.4.1,house-of-commons,28
uk.org.publicwhip/debate/2022-07-19a.910.2,uk.org.publicwhip/debate/2022-07-19a.910.1.1,house-of-commons,29
uk.org.publicwhip/debate/2022-07-19a.914.2,uk.org.publicwhip/debate/2022-07-19a.914.1.1,house-of-commons,30
uk.org.publicwhip/debate/2022-07-20b.1032.0,uk.org.publicwhip/debate/2022-07-20b.1031.3.4,house-of-commons,6
uk.org.publicwhip/debate/2022-07-20b.1035.0,uk.org.publicwhip/debate/2022-07-20b.1032.1.3,house-of-commons,7
uk.org.publicwhip/debate/2022-07-20b.1053.2,uk.org.publicwhip/debate/2022-07-20b.1053.1.2,house-of-commons,8
uk.org.publicwhip/debate/2022-07-20b.1057.0,uk.org.publicwhip/debate/2022-07-20b.1056.1.1,house-of-commons,9
uk.org.publicwhip/debate/2022-07-20b.1069.0,uk.org.publicwhip/debate/2022-07-20b.1060.1.1,house-of-commons,5
uk.org.publicwhip/debate/2022-09-06d.203.3,uk.org.publicwhip/debate/2022-09-06d.138.3.1,house-of-commons,14
uk.org.publicwhip/debate/2022-10-11b.96.0,uk.org.publicwhip/debate/2022-10-11b.86.4.1,house-of-commons,33
uk.org.publicwhip/debate/2022-10-12b.199.3,uk.org.publicwhip/debate/2022-10-12b.157.2.1,house-of-commons,239
uk.org.publicwhip/debate/2022-10-17c.483.0,uk.org.publicwhip/debate/2022-10-17c.482.4.1,house-of-commons,65
uk.org.publicwhip/debate/2022-10-17c.487.0,uk.org.publicwhip/debate/2022-10-17c.486.1.1,house-of-commons,66
uk.org.publicwhip/debate/2022-10-17c.490.2,uk.org.publicwhip/debate/2022-10-17c.490.1.1,house-of-commons,67
uk.org.publicwhip/debate/2022-10-18c.609.0,uk.org.publicwhip/debate/2022-10-18c.608.1.1,house-of-commons,61
uk.org.publicwhip/debate/2022-10-18c.613.2,uk.org.publicwhip/debate/2022-10-18c.613.1.1,house-of-commons,62
uk.org.publicwhip/debate/2022-10-18c.618.0,uk.org.publicwhip/debate/2022-10-18c.617.1.1,house-of-commons,63
uk.org.publicwhip/debate/2022-10-18c.621.2,uk.org.publicwhip/debate/2022-10-18c.621.1.1,house-of-commons,64
uk.org.publicwhip/debate/2022-10-18c.629.0,uk.org.publicwhip/debate/2022-10-18c.628.1.8,house-of-commons,60
uk.org.publicwhip/debate/2022-10-19b.744.3,uk.org.publicwhip/debate/2022-10-19b.744.4.3,house-of-commons,214
uk.org.publicwhip/debate/2022-10-19b.799.3,uk.org.publicwhip/debate/2022-10-19b.799.1.4,house-of-commons,215
uk.org.publicwhip/debate/2022-10-21a.947.3,uk.org.publicwhip/debate/2022-10-21a.947.2.2,house-of-commons,232
uk.org.publicwhip/debate/2022-10-24b.80.1,uk.org.publicwhip/debate/2022-10-24b.76.0.1,house-of-commons,151
uk.org.publicwhip/debate/2022-10-24b.83.0,uk.org.publicwhip/debate/2022-10-24b.83.1.34,house-of-commons,150
uk.org.publicwhip/debate/2022-10-24b.99.2,uk.org.publicwhip/debate/2022-10-24b.89.2.1,house-of-commons,152
uk.org.publicwhip/debate/2022-10-25a.179.4,uk.org.publicwhip/debate/2022-10-25a.179.2.1,house-of-commons,94
uk.org.publicwhip/debate/2022-10-25a.255.0,uk.org.publicwhip/debate/2022-10-25a.182.5.1,house-of-commons,96
uk.org.publicwhip/debate/2022-10-25a.258.0,uk.org.publicwhip/debate/2022-10-25a.255.1.3,house-of-commons,95
uk.org.publicwhip/debate/2022-10-25a.262.10,uk.org.publicwhip/debate/2022-10-25a.262.1.1,house-of-commons,97
uk.org.publicwhip/debate/2022-10-25a.265.2,uk.org.publicwhip/debate/2022-10-25a.265.1.2,house-of-commons,98
uk.org.publicwhip/debate/2022-10-25a.268.0,uk.org.publicwhip/debate/2022-10-25a.267.1.1,house-of-commons,99
uk.org.publicwhip/debate/2022-10-26d.359.0,uk.org.publicwhip/debate/2022-10-26d.319.3.1,house-of-commons,219
uk.org.publicwhip/debate/2022-10-26d.363.0,uk.org.publicwhip/debate/2022-10-26d.362.1.1,house-of-commons,217
uk.org.publicwhip/debate/2022-10-26d.366.2,uk.org.publicwhip/debate/2022-10-26d.366.1.1,house-of-commons,218
uk.org.publicwhip/debate/2022-10-28b.503.3,uk.org.publicwhip/debate/2022-10-28b.503.2.2,house-of-commons,213
uk.org.publicwhip/debate/2022-10-31b.702.2,uk.org.publicwhip/debate/2022-10-31b.668.4.1,house-of-commons,55
uk.org.publicwhip/debate/2022-10-31b.704.2,uk.org.publicwhip/debate/2022-10-31b.704.1.1,house-of-commons,56
uk.org.publicwhip/debate/2022-10-31b.708.2,uk.org.publicwhip/debate/2022-10-31b.708.1.1,house-of-commons,57
uk.org.publicwhip/debate/2022-10-31b.712.0,uk.org.publicwhip/debate/2022-10-31b.711.1.1,house-of-commons,58
uk.org.publicwhip/debate/2022-10-31b.726.1,uk.org.publicwhip/debate/2022-10-31b.726.0.5,house-of-commons,59
uk.org.publicwhip/debate/2022-11-02a.977.4,uk.org.publicwhip/debate/2022-11-02a.977.5.3,house-of-commons,216
uk.org.publicwhip/debate/2022-11-08b.177.0,uk.org.publicwhip/debate/2022-11-08b.177.1.3,house-of-commons,24
uk.org.publicwhip/debate/2022-11-08b.222.0,uk.org.publicwhip/debate/2022-11-08b.180.2.1,house-of-commons,25
uk.org.publicwhip/debate/2022-11-16b.762.0,uk.org.publicwhip/debate/2022-11-16b.761.5.1,house-of-commons,228
uk.org.publicwhip/debate/2022-11-16b.767.4,uk.org.publicwhip/debate/2022-11-16b.767.3.1,house-of-commons,229
uk.org.publicwhip/debate/2022-11-16b.784.6,uk.org.publicwhip/debate/2022-11-16b.784.5.1,house-of-commons,230
uk.org.publicwhip/debate/2022-11-16b.787.2,uk.org.publicwhip/debate/2022-11-16b.787.1.1,house-of-commons,231
uk.org.publicwhip/debate/2022-11-18a.939.3,uk.org.publicwhip/debate/2022-11-18a.939.2.2,house-of-commons,233
uk.org.publicwhip/debate/2022-11-22c.256.2,uk.org.publicwhip/debate/2022-11-22c.256.1.1,house-of-commons,165
uk.org.publicwhip/debate/2022-11-23e.392.4,uk.org.publicwhip/debate/2022-11-23e.392.3.1,house-of-commons,79
uk.org.publicwhip/debate/2022-11-23e.396.0,uk.org.publicwhip/debate/2022-11-23e.395.1.1,house-of-commons,80
uk.org.publicwhip/debate/2022-11-23e.399.2,uk.org.publicwhip/debate/2022-11-23e.399.1.1,house-of-commons,81
uk.org.publicwhip/debate/2022-11-23e.403.2,uk.org.publicwhip/debate/2022-11-23e.403.1.1,house-of-commons,82
uk.org.publicwhip/debate/2022-11-28f.741.0,uk.org.publicwhip/debate/2022-11-28f.699.1.1,house-of-commons,173
uk.org.publicwhip/debate/2022-11-28f.745.0,uk.org.publicwhip/debate/2022-11-28f.741.1.3,house-of-commons,172
uk.org.publicwhip/debate/2022-11-29a.812.2,uk.org.publicwhip/debate/2022-11-29a.812.3.3,house-of-commons,78
uk.org.publicwhip/debate/2022-11-30d.955.2,uk.org.publicwhip/debate/2022-11-30d.955.1.1,house-of-commons,2
uk.org.publicwhip/debate/2022-11-30d.958.0,uk.org.publicwhip/debate/2022-11-30d.955.3.3,house-of-commons,0
uk.org.publicwhip/debate/2022-11-30d.962.2,uk.org.publicwhip/debate/2022-11-30d.962.1.1,house-of-commons,3
uk.org.publicwhip/debate/2022-11-30d.966.2,uk.org.publicwhip/debate/2022-11-30d.966.1.1,house-of-commons,4
uk.org.publicwhip/debate/2022-11-30d.972.1,uk.org.publicwhip/debate/2022-11-30d.970.0.1,house-of-commons,1
uk.org.publicwhip/debate/2022-12-05d.128.0,uk.org.publicwhip/debate/2022-12-05d.127.1.1,house-of-commons,43
uk.org.publicwhip/debate/2022-12-05d.132.2,uk.org.publicwhip/debate/2022-12-05d.132.1.1,house-of-commons,44
uk.org.publicwhip/debate/2022-12-05d.137.0,uk.org.publicwhip/debate/2022-12-05d.136.1.1,house-of-commons,45
uk.org.publicwhip/debate/2022-12-05d.169.0,uk.org.publicwhip/debate/2022-12-05d.163.1.1,house-of-commons,46
uk.org.publicwhip/debate/2022-12-06b.274.0,uk.org.publicwhip/debate/2022-12-06b.274.1.3,house-of-commons,125
uk.org.publicwhip/debate/2022-12-07d.452.0,uk.org.publicwhip/debate/2022-12-07d.451.5.1,house-of-commons,36
uk.org.publicwhip/debate/2022-12-07d.456.2,uk.org.publicwhip/debate/2022-12-07d.456.1.1,house-of-commons,37
uk.org.publicwhip/debate/2022-12-07d.460.2,uk.org.publicwhip/debate/2022-12-07d.460.1.1,house-of-commons,38
uk.org.publicwhip/debate/2022-12-07d.481.3,uk.org.publicwhip/debate/2022-12-07d.481.2.1,house-of-commons,39
uk.org.publicwhip/debate/2022-12-07d.484.2,uk.org.publicwhip/debate/2022-12-07d.484.1.1,house-of-commons,40
uk.org.publicwhip/debate/2022-12-07d.486.2,uk.org.publicwhip/debate/2022-12-07d.486.1.1,house-of-commons,41
uk.org.publicwhip/debate/2022-12-07d.489.2,uk.org.publicwhip/debate/2022-12-07d.489.1.1,house-of-commons,42
uk.org.publicwhip/debate/2022-12-12c.779.0,uk.org.publicwhip/debate/2022-12-12c.747.4.1,house-of-commons,70
uk.org.publicwhip/debate/2022-12-12c.783.0,uk.org.publicwhip/debate/2022-12-12c.782.1.1,house-of-commons,72
uk.org.publicwhip/debate/2022-12-12c.787.2,uk.org.publicwhip/debate/2022-12-12c.787.1.1,house-of-commons,73
uk.org.publicwhip/debate/2022-12-12c.793.1,uk.org.publicwhip/debate/2022-12-12c.790.1.1,house-of-commons,71
uk.org.publicwhip/debate/2022-12-12c.815.1,uk.org.publicwhip/debate/2022-12-12c.815.2.3,house-of-commons,74
uk.org.publicwhip/debate/2022-12-12c.851.0,uk.org.publicwhip/debate/2022-12-12c.850.5.6,house-of-commons,75
uk.org.publicwhip/debate/2022-12-12c.854.0,uk.org.publicwhip/debate/2022-12-12c.851.1.4,house-of-commons,76
uk.org.publicwhip/debate/2022-12-13c.1051.0,uk.org.publicwhip/debate/2022-12-13c.1050.1.1,house-of-commons,245
uk.org.publicwhip/debate/2022-12-13c.1055.2,uk.org.publicwhip/debate/2022-12-13c.1055.1.1,house-of-commons,246
uk.org.publicwhip/debate/2022-12-13c.1064.2,uk.org.publicwhip/debate/2022-12-13c.1064.1.1,house-of-commons,247
uk.org.publicwhip/debate/2022-12-13c.1077.2,uk.org.publicwhip/debate/2022-12-13c.1077.1.1,house-of-commons,248
uk.org.publicwhip/debate/2022-12-14c.1137.0,uk.org.publicwhip/debate/2022-12-14c.1134.2.1,house-of-commons,181
uk.org.publicwhip/debate/2022-12-14c.1192.0,uk.org.publicwhip/debate/2022-12-14c.1140.2.1,house-of-commons,182
uk.org.publicwhip/debate/2022-12-14c.1201.2,uk.org.publicwhip/debate/2022-12-14c.1201.3.1,house-of-commons,183
uk.org.publicwhip/debate/2023-01-10b.485.1,uk.org.publicwhip/debate/2023-01-10b.459.4.1,house-of-commons,82
uk.org.publicwhip/debate/2023-01-10b.491.2,uk.org.publicwhip/debate/2023-01-10b.491.1.1,house-of-commons,81
uk.org.publicwhip/debate/2023-01-10b.494.0,uk.org.publicwhip/debate/2023-01-10b.491.3.10,house-of-commons,80
uk.org.publicwhip/debate/2023-01-11e.613.0,uk.org.publicwhip/debate/2023-01-11e.566.3.1,house-of-commons,42
uk.org.publicwhip/debate/2023-01-11e.673.0,uk.org.publicwhip/debate/2023-01-11e.670.2.13,house-of-commons,43
uk.org.publicwhip/debate/2023-01-11e.676.0,uk.org.publicwhip/debate/2023-01-11e.673.1.3,house-of-commons,44
uk.org.publicwhip/debate/2023-01-16f.131.5,uk.org.publicwhip/debate/2023-01-16f.131.2.1,house-of-commons,147
uk.org.publicwhip/debate/2023-01-16f.135.0,uk.org.publicwhip/debate/2023-01-16f.54.3.1,house-of-commons,146
uk.org.publicwhip/debate/2023-01-16f.140.0,uk.org.publicwhip/debate/2023-01-16f.139.1.2,house-of-commons,148
uk.org.publicwhip/debate/2023-01-16f.144.2,uk.org.publicwhip/debate/2023-01-16f.144.1.2,house-of-commons,149
uk.org.publicwhip/debate/2023-01-17c.262.0,uk.org.publicwhip/debate/2023-01-17c.262.1.3,house-of-commons,210
uk.org.publicwhip/debate/2023-01-17c.316.5,uk.org.publicwhip/debate/2023-01-17c.316.4.1,house-of-commons,211
uk.org.publicwhip/debate/2023-01-17c.321.6,uk.org.publicwhip/debate/2023-01-17c.321.5.1,house-of-commons,212
uk.org.publicwhip/debate/2023-01-18e.468.2,uk.org.publicwhip/debate/2023-01-18e.468.1.1,house-of-commons,180
uk.org.publicwhip/debate/2023-01-18e.472.0,uk.org.publicwhip/debate/2023-01-18e.468.3.5,house-of-commons,181
uk.org.publicwhip/debate/2023-01-18e.477.0,uk.org.publicwhip/debate/2023-01-18e.472.1.3,house-of-commons,182
