division_gid,motion_gid,chamber,__index_level_0__
uk.org.publicwhip/debate/2020-03-10a.209.0,uk.org.publicwhip/debate/2020-03-10a.205.2.3,house-of-commons,65
uk.org.publicwhip/debate/2020-05-12d.217.2,uk.org.publicwhip/debate/2020-05-12d.177.1.1,house-of-commons,115
uk.org.publicwhip/debate/2020-05-13b.339.3,uk.org.publicwhip/debate/2020-05-13b.339.2.2,house-of-commons,43
uk.org.publicwhip/debate/2020-05-13b.344.3,uk.org.publicwhip/debate/2020-05-13b.344.2.2,house-of-commons,44
uk.org.publicwhip/debate/2020-05-13b.349.2,uk.org.publicwhip/debate/2020-05-13b.352.1.1,house-of-commons,45
uk.org.publicwhip/debate/2020-05-13b.353.10,uk.org.publicwhip/debate/2020-05-13b.276.6.1,house-of-commons,46
uk.org.publicwhip/debate/2020-05-18a.463.0,uk.org.publicwhip/debate/2020-05-18a.398.3.1,house-of-commons,13
uk.org.publicwhip/debate/2020-05-20a.605.2,uk.org.publicwhip/debate/2020-05-20a.605.1.2,house-of-commons,6
uk.org.publicwhip/debate/2020-05-20a.656.2,uk.org.publicwhip/debate/2020-05-20a.614.1.1,house-of-commons,8
uk.org.publicwhip/debate/2020-05-20a.661.1,uk.org.publicwhip/debate/2020-05-20a.611.3.1,house-of-commons,7
uk.org.publicwhip/debate/2020-05-20a.675.0,uk.org.publicwhip/debate/2020-05-20a.672.0.1,house-of-commons,9
uk.org.publicwhip/debate/2020-06-02d.753.1,uk.org.publicwhip/debate/2020-06-02d.756.1.3,house-of-commons,16
uk.org.publicwhip/debate/2020-06-02d.756.0,uk.org.publicwhip/debate/2020-06-02d.725.3.1,house-of-commons,17
uk.org.publicwhip/debate/2020-06-02d.810.2,uk.org.publicwhip/debate/2020-06-02d.770.0.1,house-of-commons,18
uk.org.publicwhip/debate/2020-06-08c.127.1,uk.org.publicwhip/debate/2020-06-08c.95.2.1,house-of-commons,102
uk.org.publicwhip/debate/2020-06-10c.354.1,uk.org.publicwhip/debate/2020-06-10c.334.1.1,house-of-commons,149
uk.org.publicwhip/debate/2020-06-17e.897.1,uk.org.publicwhip/debate/2020-06-17e.896.6.1,house-of-commons,55
uk.org.publicwhip/debate/2020-06-17e.920.3,uk.org.publicwhip/debate/2020-06-17e.920.2.1,house-of-commons,56
uk.org.publicwhip/debate/2020-06-23b.1266.3,uk.org.publicwhip/debate/2020-06-23b.1244.2.1,house-of-commons,93
uk.org.publicwhip/debate/2020-06-24e.1318.1,uk.org.publicwhip/debate/2020-06-24e.1314.2.1,house-of-commons,81
uk.org.publicwhip/debate/2020-06-24e.1415.1,uk.org.publicwhip/debate/2020-06-24e.1415.0.4,house-of-commons,82
uk.org.publicwhip/debate/2020-06-30d.264.1,uk.org.publicwhip/debate/2020-06-30d.264.0.3,house-of-commons,59
uk.org.publicwhip/debate/2020-06-30d.269.3,uk.org.publicwhip/debate/2020-06-30d.269.2.1,house-of-commons,61
uk.org.publicwhip/debate/2020-06-30d.274.3,uk.org.publicwhip/debate/2020-06-30d.274.2.1,house-of-commons,62
uk.org.publicwhip/debate/2020-06-30d.279.1,uk.org.publicwhip/debate/2020-06-30d.278.2.1,house-of-commons,63
uk.org.publicwhip/debate/2020-06-30d.286.0,uk.org.publicwhip/debate/2020-06-30d.285.2.19,house-of-commons,60
uk.org.publicwhip/debate/2020-07-01d.356.1,uk.org.publicwhip/debate/2020-07-01d.352.1.1,house-of-commons,104
uk.org.publicwhip/debate/2020-07-01d.395.2,uk.org.publicwhip/debate/2020-07-01d.364.4.1,house-of-commons,103
uk.org.publicwhip/debate/2020-07-01d.429.1,uk.org.publicwhip/debate/2020-07-01d.433.1.1,house-of-commons,108
uk.org.publicwhip/debate/2020-07-01d.465.2,uk.org.publicwhip/debate/2020-07-01d.465.2,house-of-commons,107
uk.org.publicwhip/debate/2020-07-01d.470.2,uk.org.publicwhip/debate/2020-07-01d.470.1.1,house-of-commons,105
uk.org.publicwhip/debate/2020-07-01d.475.0,uk.org.publicwhip/debate/2020-07-01d.474.1.1,house-of-commons,106
uk.org.publicwhip/debate/2020-07-06e.776.0,uk.org.publicwhip/debate/2020-07-06e.775.1.1,house-of-commons,57
uk.org.publicwhip/debate/2020-07-06e.781.0,uk.org.publicwhip/debate/2020-07-06e.780.1.1,house-of-commons,58
uk.org.publicwhip/debate/2020-07-14c.1468.0,uk.org.publicwhip/debate/2020-07-14c.1419.4.1,house-of-commons,52
uk.org.publicwhip/debate/2020-07-14c.1472.2,uk.org.publicwhip/debate/2020-07-14c.1472.1.1,house-of-commons,53
uk.org.publicwhip/debate/2020-07-14c.1475.0,uk.org.publicwhip/debate/2020-07-14c.1472.3.4,house-of-commons,54
uk.org.publicwhip/debate/2020-07-15b.1625.1,uk.org.publicwhip/debate/2020-07-15b.1523.3.1,house-of-commons,47
uk.org.publicwhip/debate/2020-07-20c.1939.2,uk.org.publicwhip/debate/2020-07-20c.1939.1.1,house-of-commons,129
uk.org.publicwhip/debate/2020-07-20c.1944.2,uk.org.publicwhip/debate/2020-07-20c.1944.1.1,house-of-commons,130
uk.org.publicwhip/debate/2020-07-20c.1949.0,uk.org.publicwhip/debate/2020-07-20c.1948.1.1,house-of-commons,131
uk.org.publicwhip/debate/2020-07-20c.1954.2,uk.org.publicwhip/debate/2020-07-20c.1954.1.1,house-of-commons,132
uk.org.publicwhip/debate/2020-07-20c.1959.0,uk.org.publicwhip/debate/2020-07-20c.1958.1.12,house-of-commons,133
uk.org.publicwhip/debate/2020-07-21e.2097.2,uk.org.publicwhip/debate/2020-07-21e.2097.1.1,house-of-commons,1
uk.org.publicwhip/debate/2020-09-01b.127.0,uk.org.publicwhip/debate/2020-09-01b.65.3.1,house-of-commons,69
uk.org.publicwhip/debate/2020-09-02b.213.0,uk.org.publicwhip/debate/2020-09-02b.208.2.1,house-of-commons,111
uk.org.publicwhip/debate/2020-09-07c.445.0,uk.org.publicwhip/debate/2020-09-07c.410.4.1,house-of-commons,0
uk.org.publicwhip/debate/2020-09-08d.569.4,uk.org.publicwhip/debate/2020-09-08d.569.3.5,house-of-commons,120
uk.org.publicwhip/debate/2020-09-08d.573.0,uk.org.publicwhip/debate/2020-09-08d.569.5.5,house-of-commons,121
uk.org.publicwhip/debate/2020-09-09f.680.1,uk.org.publicwhip/debate/2020-09-09f.684.1.5,house-of-commons,147
uk.org.publicwhip/debate/2020-09-09f.684.0,uk.org.publicwhip/debate/2020-09-09f.680.2.4,house-of-commons,146
uk.org.publicwhip/debate/2020-09-09f.731.3,uk.org.publicwhip/debate/2020-09-09f.688.2.1,house-of-commons,148
uk.org.publicwhip/debate/2020-09-11a.891.3,uk.org.publicwhip/debate/2020-09-11a.891.2.2,house-of-commons,80
uk.org.publicwhip/debate/2020-09-14b.130.0,uk.org.publicwhip/debate/2020-09-14b.47.0.1,house-of-commons,123
uk.org.publicwhip/debate/2020-09-14b.134.0,uk.org.publicwhip/debate/2020-09-14b.130.1.4,house-of-commons,122
uk.org.publicwhip/debate/2020-09-14b.140.2,uk.org.publicwhip/debate/2020-09-14b.140.1.2,house-of-commons,124
uk.org.publicwhip/debate/2020-09-15c.270.1,uk.org.publicwhip/debate/2020-09-15c.205.6.1,house-of-commons,144
uk.org.publicwhip/debate/2020-09-15c.274.0,uk.org.publicwhip/debate/2020-09-15c.273.1.1,house-of-commons,145
uk.org.publicwhip/debate/2020-09-16b.441.3,uk.org.publicwhip/debate/2020-09-16b.441.1.1,house-of-commons,50
uk.org.publicwhip/debate/2020-09-16b.445.2,uk.org.publicwhip/debate/2020-09-16b.445.0.2,house-of-commons,51
uk.org.publicwhip/debate/2020-09-21d.746.2,uk.org.publicwhip/debate/2020-09-21d.746.1.1,house-of-commons,27
uk.org.publicwhip/debate/2020-09-21d.751.0,uk.org.publicwhip/debate/2020-09-21d.746.3.6,house-of-commons,28
uk.org.publicwhip/debate/2020-09-21d.755.0,uk.org.publicwhip/debate/2020-09-21d.754.1.1,house-of-commons,29
uk.org.publicwhip/debate/2020-09-21d.760.0,uk.org.publicwhip/debate/2020-09-21d.759.1.1,house-of-commons,30
uk.org.publicwhip/debate/2020-09-22a.904.0,uk.org.publicwhip/debate/2020-09-22a.903.5.1,house-of-commons,26
uk.org.publicwhip/debate/2020-09-23c.1051.4,uk.org.publicwhip/debate/2020-09-23c.984.3.1,house-of-commons,94
uk.org.publicwhip/debate/2020-09-23c.1088.3,uk.org.publicwhip/debate/2020-09-23c.1088.2.1,house-of-commons,95
uk.org.publicwhip/debate/2020-09-23c.1091.0,uk.org.publicwhip/debate/2020-09-23c.1088.4.4,house-of-commons,96
uk.org.publicwhip/debate/2020-09-23c.1094.0,uk.org.publicwhip/debate/2020-09-23c.1091.1.4,house-of-commons,97
uk.org.publicwhip/debate/2020-09-23c.1096.0,uk.org.publicwhip/debate/2020-09-23c.1094.1.4,house-of-commons,98
uk.org.publicwhip/debate/2020-09-23c.1099.0,uk.org.publicwhip/debate/2020-09-23c.1096.1.4,house-of-commons,99
uk.org.publicwhip/debate/2020-09-23c.1102.0,uk.org.publicwhip/debate/2020-09-23c.1099.1.4,house-of-commons,100
uk.org.publicwhip/debate/2020-09-23c.1104.0,uk.org.publicwhip/debate/2020-09-23c.1102.1.4,house-of-commons,101
uk.org.publicwhip/debate/2020-09-29d.256.0,uk.org.publicwhip/debate/2020-09-29d.255.3.1,house-of-commons,90
uk.org.publicwhip/debate/2020-09-29d.261.0,uk.org.publicwhip/debate/2020-09-29d.260.2.1,house-of-commons,91
uk.org.publicwhip/debate/2020-09-29d.266.0,uk.org.publicwhip/debate/2020-09-29d.265.1.1,house-of-commons,92
uk.org.publicwhip/debate/2020-09-29d.274.2,uk.org.publicwhip/debate/2020-09-29d.297.0.5,house-of-commons,88
uk.org.publicwhip/debate/2020-09-29d.298.0,uk.org.publicwhip/debate/2020-09-29d.289.0.1,house-of-commons,87
uk.org.publicwhip/debate/2020-09-29d.303.0,uk.org.publicwhip/debate/2020-09-29d.282.3.1,house-of-commons,89
uk.org.publicwhip/debate/2020-09-30d.412.0,uk.org.publicwhip/debate/2020-09-30d.412.1.3,house-of-commons,73
uk.org.publicwhip/debate/2020-09-30d.441.1,uk.org.publicwhip/debate/2020-09-30d.416.2.1,house-of-commons,72
uk.org.publicwhip/debate/2020-09-30d.445.2,uk.org.publicwhip/debate/2020-09-30d.445.1.1,house-of-commons,74
uk.org.publicwhip/debate/2020-09-30d.449.2,uk.org.publicwhip/debate/2020-09-30d.449.1.1,house-of-commons,75
uk.org.publicwhip/debate/2020-09-30d.468.3,uk.org.publicwhip/debate/2020-09-30d.468.2.1,house-of-commons,76
uk.org.publicwhip/debate/2020-09-30d.473.2,uk.org.publicwhip/debate/2020-09-30d.473.1.1,house-of-commons,77
uk.org.publicwhip/debate/2020-10-05b.709.0,uk.org.publicwhip/debate/2020-10-05b.652.3.1,house-of-commons,125
uk.org.publicwhip/debate/2020-10-06b.835.0,uk.org.publicwhip/debate/2020-10-06b.833.5.1,house-of-commons,70
uk.org.publicwhip/debate/2020-10-06b.871.0,uk.org.publicwhip/debate/2020-10-06b.871.1.4,house-of-commons,71
uk.org.publicwhip/debate/2020-10-12d.115.0,uk.org.publicwhip/debate/2020-10-12d.114.1.1,house-of-commons,66
uk.org.publicwhip/debate/2020-10-12d.119.2,uk.org.publicwhip/debate/2020-10-12d.119.1.1,house-of-commons,67
uk.org.publicwhip/debate/2020-10-12d.123.2,uk.org.publicwhip/debate/2020-10-12d.123.1.1,house-of-commons,68
uk.org.publicwhip/debate/2020-10-13b.188.2,uk.org.publicwhip/debate/2020-10-13b.188.1.1,house-of-commons,134
uk.org.publicwhip/debate/2020-10-13b.254.4,uk.org.publicwhip/debate/2020-10-13b.254.3.1,house-of-commons,135
uk.org.publicwhip/debate/2020-10-13b.313.2,uk.org.publicwhip/debate/2020-10-13b.313.1.1,house-of-commons,136
uk.org.publicwhip/debate/2020-10-13b.316.2,uk.org.publicwhip/debate/2020-10-13b.316.1.1,house-of-commons,137
uk.org.publicwhip/debate/2020-10-13b.327.2,uk.org.publicwhip/debate/2020-10-13b.327.1.1,house-of-commons,138
uk.org.publicwhip/debate/2020-10-14c.430.2,uk.org.publicwhip/debate/2020-10-14c.430.1.6,house-of-commons,83
uk.org.publicwhip/debate/2020-10-14c.482.1,uk.org.publicwhip/debate/2020-10-14c.482.0.2,house-of-commons,84
uk.org.publicwhip/debate/2020-10-15b.615.0,uk.org.publicwhip/debate/2020-10-15b.614.0.5,house-of-commons,153
uk.org.publicwhip/debate/2020-10-15b.619.0,uk.org.publicwhip/debate/2020-10-15b.615.1.4,house-of-commons,154
uk.org.publicwhip/debate/2020-10-15b.624.2,uk.org.publicwhip/debate/2020-10-15b.624.1.1,house-of-commons,155
uk.org.publicwhip/debate/2020-10-15b.627.2,uk.org.publicwhip/debate/2020-10-15b.627.1.1,house-of-commons,156
uk.org.publicwhip/debate/2020-10-15b.631.0,uk.org.publicwhip/debate/2020-10-15b.627.3.7,house-of-commons,152
uk.org.publicwhip/debate/2020-10-19d.848.1,uk.org.publicwhip/debate/2020-10-19d.848.0.2,house-of-commons,161
uk.org.publicwhip/debate/2020-10-19d.853.2,uk.org.publicwhip/debate/2020-10-19d.853.1.1,house-of-commons,157
uk.org.publicwhip/debate/2020-10-19d.857.2,uk.org.publicwhip/debate/2020-10-19d.857.1.1,house-of-commons,158
uk.org.publicwhip/debate/2020-10-19d.861.2,uk.org.publicwhip/debate/2020-10-19d.861.1.1,house-of-commons,159
uk.org.publicwhip/debate/2020-10-19d.866.2,uk.org.publicwhip/debate/2020-10-19d.866.1.1,house-of-commons,160
uk.org.publicwhip/debate/2020-10-21e.1124.0,uk.org.publicwhip/debate/2020-10-21e.1123.1.9,house-of-commons,179
uk.org.publicwhip/debate/2020-10-21e.1172.0,uk.org.publicwhip/debate/2020-10-21e.1170.1.7,house-of-commons,180
uk.org.publicwhip/debate/2020-10-21e.1193.3,uk.org.publicwhip/debate/2020-10-21e.1193.2.1,house-of-commons,181
uk.org.publicwhip/debate/2020-10-21e.1197.2,uk.org.publicwhip/debate/2020-10-21e.1197.1.1,house-of-commons,182
uk.org.publicwhip/debate/2020-10-21e.1200.2,uk.org.publicwhip/debate/2020-10-21e.1200.1.1,house-of-commons,183
uk.org.publicwhip/debate/2020-10-21e.1202.2,uk.org.publicwhip/debate/2020-10-21e.1202.1.1,house-of-commons,184
uk.org.publicwhip/debate/2020-10-21e.1205.2,uk.org.publicwhip/debate/2020-10-21e.1205.1.1,house-of-commons,185
uk.org.publicwhip/debate/2020-10-23b.1347.2,uk.org.publicwhip/debate/2020-10-23b.1347.1.2,house-of-commons,151
uk.org.publicwhip/debate/2020-11-03d.261.2,uk.org.publicwhip/debate/2020-11-03d.261.1.1,house-of-commons,163
uk.org.publicwhip/debate/2020-11-03d.265.2,uk.org.publicwhip/debate/2020-11-03d.265.1.1,house-of-commons,164
uk.org.publicwhip/debate/2020-11-03d.270.2,uk.org.publicwhip/debate/2020-11-03d.270.1.1,house-of-commons,165
uk.org.publicwhip/debate/2020-11-03d.278.1,uk.org.publicwhip/debate/2020-11-03d.278.0.5,house-of-commons,162
uk.org.publicwhip/debate/2020-11-04e.380.1,uk.org.publicwhip/debate/2020-11-04e.380.2.3,house-of-commons,112
uk.org.publicwhip/debate/2020-11-04e.402.1,uk.org.publicwhip/debate/2020-11-04e.402.0.6,house-of-commons,113
uk.org.publicwhip/debate/2020-11-04e.424.0,uk.org.publicwhip/debate/2020-11-04e.422.0.6,house-of-commons,114
uk.org.publicwhip/debate/2020-11-10d.813.0,uk.org.publicwhip/debate/2020-11-10d.811.0.18,house-of-commons,41
uk.org.publicwhip/debate/2020-11-10d.818.2,uk.org.publicwhip/debate/2020-11-10d.818.1.1,house-of-commons,38
uk.org.publicwhip/debate/2020-11-10d.822.2,uk.org.publicwhip/debate/2020-11-10d.822.1.1,house-of-commons,39
uk.org.publicwhip/debate/2020-11-10d.827.2,uk.org.publicwhip/debate/2020-11-10d.822.3.6,house-of-commons,40
uk.org.publicwhip/debate/2020-11-10d.859.2,uk.org.publicwhip/debate/2020-11-10d.859.3.5,house-of-commons,42
uk.org.publicwhip/debate/2020-11-16c.115.0,uk.org.publicwhip/debate/2020-11-16c.55.4.1,house-of-commons,34
uk.org.publicwhip/debate/2020-11-16c.120.0,uk.org.publicwhip/debate/2020-11-16c.119.1.1,house-of-commons,35
uk.org.publicwhip/debate/2020-11-16c.125.2,uk.org.publicwhip/debate/2020-11-16c.125.1.1,house-of-commons,36
uk.org.publicwhip/debate/2020-11-16c.130.0,uk.org.publicwhip/debate/2020-11-16c.129.1.1,house-of-commons,37
uk.org.publicwhip/debate/2020-11-17a.281.11,uk.org.publicwhip/debate/2020-11-17a.281.1.2,house-of-commons,78
uk.org.publicwhip/debate/2020-11-25c.941.3,uk.org.publicwhip/debate/2020-11-25c.941.2.1,house-of-commons,2
uk.org.publicwhip/debate/2020-12-01c.264.0,uk.org.publicwhip/debate/2020-12-01c.264.1.8,house-of-commons,10
uk.org.publicwhip/debate/2020-12-02a.396.2,uk.org.publicwhip/debate/2020-12-02a.396.1.1,house-of-commons,48
uk.org.publicwhip/debate/2020-12-07c.653.0,uk.org.publicwhip/debate/2020-12-07c.651.3.11,house-of-commons,189
uk.org.publicwhip/debate/2020-12-07c.657.2,uk.org.publicwhip/debate/2020-12-07c.657.1.1,house-of-commons,186
uk.org.publicwhip/debate/2020-12-07c.662.2,uk.org.publicwhip/debate/2020-12-07c.662.1.1,house-of-commons,187
uk.org.publicwhip/debate/2020-12-07c.667.2,uk.org.publicwhip/debate/2020-12-07c.667.1.1,house-of-commons,188
uk.org.publicwhip/debate/2020-12-08b.794.1,uk.org.publicwhip/debate/2020-12-08b.794.2.5,house-of-commons,118
uk.org.publicwhip/debate/2020-12-08b.801.0,uk.org.publicwhip/debate/2020-12-08b.800.11.1,house-of-commons,119
uk.org.publicwhip/debate/2020-12-09b.936.2,uk.org.publicwhip/debate/2020-12-09b.936.1.5,house-of-commons,14
uk.org.publicwhip/debate/2020-12-09b.942.2,uk.org.publicwhip/debate/2020-12-09b.941.12.3,house-of-commons,15
uk.org.publicwhip/debate/2020-12-10b.1055.0,uk.org.publicwhip/debate/2020-12-10b.1055.1.3,house-of-commons,128
uk.org.publicwhip/debate/2020-12-10b.1059.0,uk.org.publicwhip/debate/2020-12-10b.1037.5.2,house-of-commons,126
uk.org.publicwhip/debate/2020-12-10b.1064.0,uk.org.publicwhip/debate/2020-12-10b.1059.1.14,house-of-commons,127
uk.org.publicwhip/debate/2020-12-15a.185.5,uk.org.publicwhip/debate/2020-12-15a.185.6.6,house-of-commons,11
uk.org.publicwhip/debate/2020-12-15a.217.3,uk.org.publicwhip/debate/2020-12-15a.191.4.1,house-of-commons,12
uk.org.publicwhip/debate/2020-12-30b.509.1,uk.org.publicwhip/debate/2020-12-30b.508.1.1,house-of-commons,168
uk.org.publicwhip/debate/2020-12-30b.588.0,uk.org.publicwhip/debate/2020-12-30b.513.3.1,house-of-commons,169
uk.org.publicwhip/debate/2020-12-30b.594.8,uk.org.publicwhip/debate/2020-12-30b.594.7.4,house-of-commons,170
uk.org.publicwhip/debate/2020-12-30b.711.7,uk.org.publicwhip/debate/2020-12-30b.711.6.1,house-of-commons,171
uk.org.publicwhip/debate/2021-01-06c.856.0,uk.org.publicwhip/debate/2021-01-06c.856.1.3,house-of-commons,117
uk.org.publicwhip/debate/2021-01-13b.400.2,uk.org.publicwhip/debate/2021-01-13b.345.0.1,house-of-commons,111
uk.org.publicwhip/debate/2021-01-13b.405.2,uk.org.publicwhip/debate/2021-01-13b.405.1.1,house-of-commons,112
uk.org.publicwhip/debate/2021-01-13b.413.0,uk.org.publicwhip/debate/2021-01-13b.412.1.18,house-of-commons,113
uk.org.publicwhip/debate/2021-01-18e.681.0,uk.org.publicwhip/debate/2021-01-18e.681.1.4,house-of-commons,136
uk.org.publicwhip/debate/2021-01-18e.725.1,uk.org.publicwhip/debate/2021-01-18e.725.2.4,house-of-commons,137
uk.org.publicwhip/debate/2021-01-19b.858.0,uk.org.publicwhip/debate/2021-01-19b.855.1.20,house-of-commons,127
uk.org.publicwhip/debate/2021-01-19b.863.0,uk.org.publicwhip/debate/2021-01-19b.862.1.1,house-of-commons,128
uk.org.publicwhip/debate/2021-01-19b.867.2,uk.org.publicwhip/debate/2021-01-19b.867.1.1,house-of-commons,121
uk.org.publicwhip/debate/2021-01-19b.872.2,uk.org.publicwhip/debate/2021-01-19b.872.1.1,house-of-commons,122
uk.org.publicwhip/debate/2021-01-19b.877.2,uk.org.publicwhip/debate/2021-01-19b.877.1.1,house-of-commons,123
uk.org.publicwhip/debate/2021-01-19b.882.2,uk.org.publicwhip/debate/2021-01-19b.882.1.1,house-of-commons,124
uk.org.publicwhip/debate/2021-01-19b.886.2,uk.org.publicwhip/debate/2021-01-19b.886.1.1,house-of-commons,125
uk.org.publicwhip/debate/2021-01-19b.891.2,uk.org.publicwhip/debate/2021-01-19b.793.4.1,house-of-commons,129
uk.org.publicwhip/debate/2021-01-19b.896.2,uk.org.publicwhip/debate/2021-01-19b.896.1.1,house-of-commons,126
uk.org.publicwhip/debate/2021-01-20b.1036.2,uk.org.publicwhip/debate/2021-01-20b.988.4.1,house-of-commons,222
uk.org.publicwhip/debate/2021-01-20b.1041.2,uk.org.publicwhip/debate/2021-01-20b.1041.1.1,house-of-commons,223
uk.org.publicwhip/debate/2021-01-20b.1046.2,uk.org.publicwhip/debate/2021-01-20b.1046.1.1,house-of-commons,224
uk.org.publicwhip/debate/2021-01-25d.128.1,uk.org.publicwhip/debate/2021-01-25d.128.2.3,house-of-commons,68
uk.org.publicwhip/debate/2021-01-25d.79.1,uk.org.publicwhip/debate/2021-01-25d.79.2.3,house-of-commons,67
uk.org.publicwhip/debate/2021-01-26b.264.0,uk.org.publicwhip/debate/2021-01-26b.264.1.5,house-of-commons,22
uk.org.publicwhip/debate/2021-01-26b.269.2,uk.org.publicwhip/debate/2021-01-26b.269.1.1,house-of-commons,18
uk.org.publicwhip/debate/2021-01-26b.274.0,uk.org.publicwhip/debate/2021-01-26b.273.1.1,house-of-commons,19
uk.org.publicwhip/debate/2021-01-26b.279.0,uk.org.publicwhip/debate/2021-01-26b.278.3.1,house-of-commons,20
uk.org.publicwhip/debate/2021-01-26b.328.2,uk.org.publicwhip/debate/2021-01-26b.328.1.1,house-of-commons,21
uk.org.publicwhip/debate/2021-01-27a.460.0,uk.org.publicwhip/debate/2021-01-27a.459.1.10,house-of-commons,197
uk.org.publicwhip/debate/2021-01-27a.465.0,uk.org.publicwhip/debate/2021-01-27a.460.1.5,house-of-commons,193
uk.org.publicwhip/debate/2021-01-27a.469.0,uk.org.publicwhip/debate/2021-01-27a.465.1.5,house-of-commons,194
uk.org.publicwhip/debate/2021-01-27a.474.2,uk.org.publicwhip/debate/2021-01-27a.469.1.6,house-of-commons,195
uk.org.publicwhip/debate/2021-01-27a.479.2,uk.org.publicwhip/debate/2021-01-27a.479.1.1,house-of-commons,196
uk.org.publicwhip/debate/2021-01-27a.524.3,uk.org.publicwhip/debate/2021-01-27a.524.2.1,house-of-commons,198
uk.org.publicwhip/debate/2021-02-01b.749.1,uk.org.publicwhip/debate/2021-02-01b.749.2.3,house-of-commons,23
uk.org.publicwhip/debate/2021-02-01b.788.2,uk.org.publicwhip/debate/2021-02-01b.788.3.3,house-of-commons,24
uk.org.publicwhip/debate/2021-02-03b.1028.1,uk.org.publicwhip/debate/2021-02-03b.1005.2.1,house-of-commons,87
uk.org.publicwhip/debate/2021-02-09c.233.1,uk.org.publicwhip/debate/2021-02-09c.232.2.11,house-of-commons,170
uk.org.publicwhip/debate/2021-02-09c.238.0,uk.org.publicwhip/debate/2021-02-09c.233.2.5,house-of-commons,171
uk.org.publicwhip/debate/2021-02-09c.243.0,uk.org.publicwhip/debate/2021-02-09c.238.1.5,house-of-commons,172
uk.org.publicwhip/debate/2021-02-10c.440.3,uk.org.publicwhip/debate/2021-02-10c.440.2.1,house-of-commons,185
uk.org.publicwhip/debate/2021-02-23b.819.0,uk.org.publicwhip/debate/2021-02-23b.819.1.4,house-of-commons,11
uk.org.publicwhip/debate/2021-02-23b.872.1,uk.org.publicwhip/debate/2021-02-23b.872.2.4,house-of-commons,12
uk.org.publicwhip/debate/2021-02-24a.1003.2,uk.org.publicwhip/debate/2021-02-24a.1003.1.1,house-of-commons,153
uk.org.publicwhip/debate/2021-02-24a.1039.0,uk.org.publicwhip/debate/2021-02-24a.1038.0.10,house-of-commons,154
uk.org.publicwhip/debate/2021-02-24a.999.0,uk.org.publicwhip/debate/2021-02-24a.998.1.1,house-of-commons,152
uk.org.publicwhip/debate/2021-03-09c.765.2,uk.org.publicwhip/debate/2021-03-09c.765.1.1,house-of-commons,42
uk.org.publicwhip/debate/2021-03-11b.1055.0,uk.org.publicwhip/debate/2021-03-11b.1040.5.3,house-of-commons,6
uk.org.publicwhip/debate/2021-03-16b.267.1,uk.org.publicwhip/debate/2021-03-16b.257.1.1,house-of-commons,228
uk.org.publicwhip/debate/2021-03-16b.271.0,uk.org.publicwhip/debate/2021-03-16b.267.2.4,house-of-commons,227
uk.org.publicwhip/debate/2021-03-17b.384.0,uk.org.publicwhip/debate/2021-03-17b.382.3.8,house-of-commons,156
uk.org.publicwhip/debate/2021-03-17b.387.1,uk.org.publicwhip/debate/2021-03-17b.387.0.2,house-of-commons,155
uk.org.publicwhip/debate/2021-03-17b.436.0,uk.org.publicwhip/debate/2021-03-17b.435.1.10,house-of-commons,157
uk.org.publicwhip/debate/2021-03-22d.682.0,uk.org.publicwhip/debate/2021-03-22d.670.0.1,house-of-commons,216
uk.org.publicwhip/debate/2021-03-22d.687.0,uk.org.publicwhip/debate/2021-03-22d.687.1.4,house-of-commons,215
uk.org.publicwhip/debate/2021-03-22d.708.0,uk.org.publicwhip/debate/2021-03-22d.707.0.8,house-of-commons,217
uk.org.publicwhip/debate/2021-03-25a.1166.2,uk.org.publicwhip/debate/2021-03-25a.1166.1.1,house-of-commons,218
uk.org.publicwhip/debate/2021-04-13e.266.0,uk.org.publicwhip/debate/2021-04-13e.189.3.1,house-of-commons,230
uk.org.publicwhip/debate/2021-04-13e.270.0,uk.org.publicwhip/debate/2021-04-13e.266.1.4,house-of-commons,229
uk.org.publicwhip/debate/2021-04-14a.322.0,uk.org.publicwhip/debate/2021-04-14a.321.2.1,house-of-commons,74
uk.org.publicwhip/debate/2021-04-14a.378.0,uk.org.publicwhip/debate/2021-04-14a.325.2.1,house-of-commons,75
uk.org.publicwhip/debate/2021-04-14a.427.1,uk.org.publicwhip/debate/2021-04-14a.383.1.1,house-of-commons,76
uk.org.publicwhip/debate/2021-04-15d.569.1,uk.org.publicwhip/debate/2021-04-15d.569.0.2,house-of-commons,165
uk.org.publicwhip/debate/2021-04-15d.573.2,uk.org.publicwhip/debate/2021-04-15d.515.4.1,house-of-commons,166
uk.org.publicwhip/debate/2021-04-15d.578.2,uk.org.publicwhip/debate/2021-04-15d.578.1.1,house-of-commons,158
uk.org.publicwhip/debate/2021-04-15d.582.2,uk.org.publicwhip/debate/2021-04-15d.582.1.1,house-of-commons,159
uk.org.publicwhip/debate/2021-04-15d.587.0,uk.org.publicwhip/debate/2021-04-15d.586.1.1,house-of-commons,160
uk.org.publicwhip/debate/2021-04-15d.591.2,uk.org.publicwhip/debate/2021-04-15d.591.1.1,house-of-commons,161
uk.org.publicwhip/debate/2021-04-15d.596.2,uk.org.publicwhip/debate/2021-04-15d.596.1.1,house-of-commons,162
uk.org.publicwhip/debate/2021-04-15d.600.2,uk.org.publicwhip/debate/2021-04-15d.600.1.1,house-of-commons,163
