gid,speech_id,date,motion_title,motion_text,chamber,__index_level_0__
uk.org.publicwhip/debate/2023-01-17c.321.5.1,uk.org.publicwhip/debate/2023-01-17c.321.5,2023-01-17,Clause 12 - User empowerment duties,"Amendment proposed: 43, in clause 12, page 12, line 24, leave out “made available to” and insert
“in operation by default for”.—(Kirsty Blackman.)",house-of-commons,212
uk.org.publicwhip/debate/2023-01-17c.333.0.9,uk.org.publicwhip/debate/2023-01-17c.333.0,2023-01-17,Third Reading: ,"Question put and agreed to.
Bill accordingly read the Third time and passed.",house-of-commons,835
uk.org.publicwhip/debate/2023-01-17c.337.1.1,uk.org.publicwhip/debate/2023-01-17c.337.1,2023-01-17,Adjournment Debate: Cost of Energy: Ceramics Sector,"Motion made, and Question proposed, That this House do now adjourn.—(Scott Mann.)",house-of-commons,836
uk.org.publicwhip/debate/2023-01-18e.380.2.1,uk.org.publicwhip/debate/2023-01-18e.380.2,2023-01-18,Leave for Bill: Fertility Treatment (Transparency),"I beg to move,
That leave be given to bring in a Bill to require providers of in vitro fertilisation to publish information annually about the number of NHS-funded IVF cycles they carry out and about their provision of certain additional treatments in connection with in vitro fertilisation; to require such providers to publish a report about their provision of NHS-funded IVF treatment in certain circumstances; and for connected purposes.",house-of-commons,747
uk.org.publicwhip/debate/2023-01-18e.384.0.1,uk.org.publicwhip/debate/2023-01-18e.384.0,2023-01-18,Second Reading: Retained EU Law  (Revocation and Reform) Bill,"I beg to move, That the clause be read a Second time.",house-of-commons,748
uk.org.publicwhip/debate/2023-01-18e.468.1.1,uk.org.publicwhip/debate/2023-01-18e.468.1,2023-01-18,Clause 1 - Sunset of EU-derived subordinate legislation and retained direct EU legislation,"Amendment proposed: 18, page 1, line 4, leave out “2023” and insert “2026”.—(Justin Madders.)",house-of-commons,180
uk.org.publicwhip/debate/2023-01-18e.468.3.5,uk.org.publicwhip/debate/2023-01-18e.468.3,2023-01-18,Clause 1 - Sunset of EU-derived subordinate legislation and retained direct EU legislation,"Amendment proposed: 28, page 1, line 6, at end insert—
“(1A) Subsection (1) does not apply to an instrument, or a provision of an instrument, that—
(a) would be within the legislative competence of the Scottish Parliament if it were contained in an Act of the Scottish Parliament, or
(b) could be made in subordinate legislation by the Scottish Ministers, the First Minister or the Lord Advocate acting alone.”—(Alyn Smith.)",house-of-commons,181
uk.org.publicwhip/debate/2023-01-18e.472.1.3,uk.org.publicwhip/debate/2023-01-18e.472.1,2023-01-18,Clause 1 - Sunset of EU-derived subordinate legislation and retained direct EU legislation,"Amendment proposed: 19, page 1, line 9, at end insert—
“(2A) Subsection (1) does not apply to the following instruments—
(a) Management of Health and Safety at Work Regulations 1999,
(b) Children and Young Person Working Time Regulations 1933,
(c) Posted Workers (Enforcement of Employment Rights) Regulations 2020,
(d) Part Time Employees (Prevention of Less Favourable Treatment) Regulations 2000,
(e) Fixed-Term Employees (Prevention of Less Favourable Treatment) Regulations 2002,
(f) Transfer of Undertakings (Protection of Employment) Regulations 2006,
(g) Information and Consultation of Employees Regulations 2004,
(h) Road Transport (Working Time) Regulations 2005,
(i) Working Time Regulations 1998,
(j) Agency Workers Regulations 2010,
(k) Maternity and Parental Leave etc Regulations 1999,
(l) Trade Secrets (Enforcement etc) Regulations 2018 and
(m) The Health and Safety (Consultation with Employees) Regulations 1996.”—(Justin Madders.)",house-of-commons,182
uk.org.publicwhip/debate/2023-01-18e.477.1.3,uk.org.publicwhip/debate/2023-01-18e.477.1,2023-01-18,Clause 1 - Sunset of EU-derived subordinate legislation and retained direct EU legislation,"Amendment proposed: 36, page 1, line 12, at end insert—
“(3A) The Secretary of State must, no later than three months before the date specified in subsection (1), publish a list of all legislation being revoked under this section (the “revocation list”) and lay a copy before Parliament.",house-of-commons,183
uk.org.publicwhip/debate/2023-01-18e.490.0.1,uk.org.publicwhip/debate/2023-01-18e.490.0,2023-01-18,Third Reading: Retained EU Law  (Revocation and Reform) Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,179
uk.org.publicwhip/debate/2023-01-18e.497.6.1,uk.org.publicwhip/debate/2023-01-18e.497.6,2023-01-18,Approve: Local Government Finance Act 1988 (Non-Domestic Rating Multipliers) (England) Order 2022,"That the draft Local Government Finance Act 1988 (Non-Domestic Rating Multipliers) (England) Order 2022, which was laid before this House on 12 December 2022, be approved.—(Scott Mann.)",house-of-commons,749
uk.org.publicwhip/debate/2023-01-18e.499.1.1,uk.org.publicwhip/debate/2023-01-18e.499.1,2023-01-18,Adjournment Debate: Train Services: South Gloucestershire,"Motion made, and Question proposed, That this House do now adjourn.—(Scott Mann.)",house-of-commons,750
uk.org.publicwhip/debate/2023-01-19b.573.2.1,uk.org.publicwhip/debate/2023-01-19b.573.2,2023-01-19,Jagtar Singh Johal,"I beg to move,
That this House has considered the imprisonment of Jagtar Singh Johal.",house-of-commons,341
uk.org.publicwhip/debate/2023-01-19b.586.1.1,uk.org.publicwhip/debate/2023-01-19b.586.1,2023-01-19,Russia’s Grand Strategy,"I beg to move,
That this House has considered the matter of Russia’s grand strategy.",house-of-commons,342
uk.org.publicwhip/debate/2023-01-19b.631.1.1,uk.org.publicwhip/debate/2023-01-19b.631.1,2023-01-19,Adjournment Debate: Tackling Misogyny in Schools,"Motion made, and Question proposed, That this House do now adjourn.—(Steve Double.)",house-of-commons,343
uk.org.publicwhip/debate/2023-01-20a.639.4.1,uk.org.publicwhip/debate/2023-01-20a.639.4,2023-01-20,Third Reading: Neonatal Care (Leave and Pay) Bill,"I beg to move, That the Bill be now read a Third time.",house-of-commons,312
uk.org.publicwhip/debate/2023-01-20a.666.2.1,uk.org.publicwhip/debate/2023-01-20a.666.2,2023-01-20,Third Reading: Employment (Allocation of Tips) Bill,"I beg to move, That the Bill be now read a Third time.",house-of-commons,313
uk.org.publicwhip/debate/2023-01-20a.692.2.1,uk.org.publicwhip/debate/2023-01-20a.692.2,2023-01-20,Third Reading: Pensions Dashboards (Prohibition of Indemnification) Bill,"I beg to move, That the Bill be now read a Third time.",house-of-commons,314
uk.org.publicwhip/debate/2023-01-20a.705.2.1,uk.org.publicwhip/debate/2023-01-20a.705.2,2023-01-20,Third Reading: Shark Fins Bill,"I beg to move, That the Bill be now read a Third time.",house-of-commons,315
uk.org.publicwhip/debate/2023-01-20a.720.1.1,uk.org.publicwhip/debate/2023-01-20a.720.1,2023-01-20,Adjournment Debate: EU Settlement Scheme,"Motion made, and Question proposed, That this House do now adjourn.—(Nigel Huddleston.)",house-of-commons,316
uk.org.publicwhip/debate/2023-01-23a.773.2.1,uk.org.publicwhip/debate/2023-01-23a.773.2,2023-01-23,Second Reading: Northern Ireland Budget Bill,"I beg to move, That the Bill be now read a Second time.",house-of-commons,325
uk.org.publicwhip/debate/2023-01-23a.821.3.1,uk.org.publicwhip/debate/2023-01-23a.821.3,2023-01-23,Clause 1 - Use of resources,"Question proposed, That the clause stand part of the Bill.",house-of-commons,326
uk.org.publicwhip/debate/2023-01-23a.823.0.1,uk.org.publicwhip/debate/2023-01-23a.823.0,2023-01-23,Third Reading: Northern Ireland Budget Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,327
uk.org.publicwhip/debate/2023-01-23a.825.2.1,uk.org.publicwhip/debate/2023-01-23a.825.2,2023-01-23,Approve: Transport (Scotland) Act 2019 (Consequential Provisions and Modifications) Order 2023,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Transport (Scotland) Act 2019 (Consequential Provisions and Modifications) Order 2023, which was laid before this House on 22 November 2022, be approved.—(Scott Mann.)",house-of-commons,328
uk.org.publicwhip/debate/2023-01-23a.825.4.3,uk.org.publicwhip/debate/2023-01-23a.825.4,2023-01-23,Delegated Legislation: Constitutional Law,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Civil Legal Aid (Housing and Asylum Accommodation) Order 2023, which was laid before this House on 30 November, be approved.—(Scott Mann.)",house-of-commons,329
uk.org.publicwhip/debate/2023-01-23a.825.6.3,uk.org.publicwhip/debate/2023-01-23a.825.6,2023-01-23,Delegated Legislation: Legal Aid and Advice,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft South Yorkshire Passenger Transport Executive (Transfer of Functions) Order 2023, which was laid before this House on 8 November, be approved.—(Scott Mann.)",house-of-commons,330
uk.org.publicwhip/debate/2023-01-23a.827.1.1,uk.org.publicwhip/debate/2023-01-23a.827.1,2023-01-23,Adjournment Debate: Housing Association Tenants:  Complaints Mechanisms,"Motion made, and Question proposed, That this House do now adjourn.—(Nigel Huddleston.)",house-of-commons,331
uk.org.publicwhip/debate/2023-01-24c.897.2.1,uk.org.publicwhip/debate/2023-01-24c.897.2,2023-01-24,"Leave for Bill: Defamation, Privacy, Freedom of Expression, Data Protection, Legal Services and Private Investigators","I beg to move,
That leave be given to bring in a Bill to make provision about defamation; to make provision about costs awarded in civil cases; to make provision about the application of the rights to privacy and to freedom of expression in civil cases on matters of public interest; to make provision about the regulation of lawyers acting in civil cases; to make provision about data protection; to make provision for the regulation of private investigators; to make provision for the purpose of reducing the use of lawsuits for strategic purposes; and for connected purposes.",house-of-commons,641
uk.org.publicwhip/debate/2023-01-24c.902.0.1,uk.org.publicwhip/debate/2023-01-24c.902.0,2023-01-24,Second Reading: Economic Crime and Corporate Transparency Bill,"I beg to move, That the clause be read a Second time.",house-of-commons,642
uk.org.publicwhip/debate/2023-01-24c.958.1.1,uk.org.publicwhip/debate/2023-01-24c.958.1,2023-01-24,New Clause 9: Economic Crime and Corporate Transparency Bill,"New Clause 9 - Disqualification on summary conviction: GB
“(1) Section 5 of the Company Directors Disqualification Act 1986 (disqualification on summary conviction) is amended as follows.
(2) In subsection (1), for the words from ‘provision of the companies legislation’ to ‘the registrar of companies’ substitute ‘of the relevant provisions of the companies legislation’.
(3) For subsection (3) substitute—
‘(3) Those circumstances are that, during the 5 years ending with the date of the conviction, there have been no fewer than 3 relevant findings of guilt in relation to the person.
(3A) For these purposes, there is a relevant finding of guilt in relation to the person if —
(a) the person is convicted of an offence counting for the purposes of this section (including the offence of which the person is convicted as mentioned in subsection (2) and any other offence of which the person is convicted on the same occasion),
(b) a financial penalty of the kind mentioned in section 3(3)(aa) is imposed on the person, or
(c) a default order within the meaning of section 3(3)(b) is made against the person.’
(4) In subsection (4), omit paragraph (b) and the ‘and’ before it.
(5) For subsection (4A) substitute—
‘(4A) In this section “relevant provisions of the companies legislation” has the meaning given by section 3(3B).’”—(Kevin Hollinrake.)",house-of-commons,643
uk.org.publicwhip/debate/2023-01-24c.958.3.1,uk.org.publicwhip/debate/2023-01-24c.958.3,2023-01-24,New Clause 10: Economic Crime and Corporate Transparency Bill,"New Clause 10 - Disqualification for persistent breaches of companies legislation: NI
“(1) The Company Directors Disqualification (Northern Ireland) Order 2002 (S.I. 2002/3150 (N.I. 4)) is amended as follows.
(2) In Article 6 (disqualification for persistent breaches of companies legislation)—
(a) in paragraph (1), for the words from ‘provisions of the companies legislation’ to the end substitute ‘relevant provisions of the companies legislation (see paragraph (3ZA))’;
(b) in paragraph (2), for ‘such provisions as are mentioned in paragraph (1)’ substitute ‘relevant provisions of the companies legislation’;
(c) in paragraph (3), after sub-paragraph (a) (but before the ‘or’ at the end of that sub-paragraph) insert—
‘(aa) a financial penalty is imposed on the person by the registrar in respect of such an offence by virtue of regulations under—
section 1132A of the Companies Act 2006, or
section 39 of the Economic Crime (Transparency and Enforcement) Act 2022,’;
(d) after paragraph (3) insert—
‘(3ZA) In this Article “relevant provisions of the companies legislation” means—
(a) any provision of the companies legislation requiring any return, account or other document to be filed with, delivered or sent, or notice of any matter to be given, to the registrar,
(b) sections 167M and 167N of the Companies Act 2006 (prohibitions on acting as director where identity not verified or where there has been a failure to notify a directorship), and
(c) sections 790LM and 790LN of the Companies Act 2006 (persons with significant control: ongoing duties in relation to identity verification).’;
(e) for paragraph (3A) substitute—
‘(3A) In this Article “the companies legislation” means—
(a) the Companies Acts,
(b) Parts 1A to 7 of the Insolvency (Northern Ireland) Order 1989 (company insolvency and winding up), and
(c) Part 1 of the Economic Crime (Transparency and Enforcement) Act 2022 (registration of overseas entities).’
(3) In Article 25A (application of Order to registered societies), in paragraph (2)(c), for ‘Articles 6(1) and 8(1)’ substitute ‘Article 6(3ZA)(a)’.
(4) In Article 25B (application of Order to credit unions), in paragraph (3)(b), for ‘Articles 6(1) and 8(1) references’ substitute ‘Article 6(3ZA)(a) the reference’.”—(Kevin Hollinrake.)",house-of-commons,644
uk.org.publicwhip/debate/2023-01-24c.959.1.1,uk.org.publicwhip/debate/2023-01-24c.959.1,2023-01-24,New Clause 11: Economic Crime and Corporate Transparency Bill,"New Clause 11 - Disqualification on summary conviction: NI
“(1) Article 8 of the Company Directors Disqualification (Northern Ireland) Order 2002 (S.I. 2002/3150 (N.I. 4)) (disqualification on summary conviction) is amended as follows.
(2) In paragraph (1), for the words from ‘provision of the companies legislation’ to ‘the registrar’ substitute ‘of the relevant provisions of the companies legislation’.
(3) For paragraph (3) substitute—
‘(3) Those circumstances are that, during the 5 years ending with the date of the conviction, there have been no fewer than 3 relevant findings of guilt in relation to the person.
(3A) For these purposes, there is a relevant finding of guilt in relation to the person if —
(a) the person is convicted of an offence counting for the purposes of this Article (including the offence of which the person is convicted as mentioned in paragraph (2) and any other offence of which the person is convicted on the same occasion),
(b) a financial penalty of the kind mentioned in Article 6(3)(aa) is imposed on the person, or
(c) a default order within the meaning of Article 6(3)(b) is made against the person.’
(4) Omit paragraph (4).
(5) For paragraph (4A) substitute—
‘(4A) In this Article “relevant provisions of the companies legislation” has the meaning given by Article 6(3ZA).’”—(Kevin Hollinrake.)",house-of-commons,645
uk.org.publicwhip/debate/2023-01-24c.960.1.1,uk.org.publicwhip/debate/2023-01-24c.960.1,2023-01-24,New Clause 12: Economic Crime and Corporate Transparency Bill,"New Clause 12 - A limited partnership’s registered office: consequential amendments
“(1) Regulation 2 of the Alternative Investment Fund Managers Regulations 2013 (S.I. 2013/1773) (interpretation) is amended as follows.
(2) In paragraph (1)—
(a) at the end of paragraph (a) of the definition of ‘EEA AIF’ insert ‘(but see paragraph (1A) if the AIF is a limited partnership)’;
(b) at the end of the definition of ‘Gibraltar AIF’ insert ‘(but see paragraph (1A) if the AIF is a limited partnership)’;
(c) at the end of paragraph (b) of the definition of ‘UK AIF’ insert ‘(but see paragraph (1A) if the AIF is a limited partnership)’;
(d) at the appropriate places insert—
‘“established”: a reference to the place where an AIF is established (however expressed) is, in relation to an AIF that is a limited partnership, a reference to—
(a) the country in which the AIF is authorised or registered, or
(b) if the AIF is not authorised or registered, the country in which it has its principal place of business;’;
‘“limited partnership” means a limited partnership registered under the Limited Partnerships Act 1907;’.
(3) After paragraph (1) insert—
‘(1A) In the application of the definition of “EEA AIF”, “Gibraltar AIF” and “UK AIF” to an AIF that is a limited partnership, a reference to the AIF’s registered office is to be read as a reference to its principal place of business.’”—(Kevin Hollinrake.)",house-of-commons,646
uk.org.publicwhip/debate/2023-01-24c.960.3.1,uk.org.publicwhip/debate/2023-01-24c.960.3,2023-01-24,New Clause 13: Economic Crime and Corporate Transparency Bill,"New Clause 13 - Removal of limited partnership from index of names
“After section 26 of the Limited Partnerships Act 1907 (inserted by section 138 of this Act) insert—
‘26A Removal of limited partnership from index of names
(1) The registrar must remove a limited partnership from the index of names as soon as reasonably practicable if the registrar—
(a) becomes aware that the limited partnership is dissolved (whether on the receipt of a notice under section 18, the publication of a dissolution notice under section 19(6) or otherwise), or
(b) publishes a deregistration notice under section 26 in respect of the limited partnership.
(2) If the registrar removes a limited partnership from the index of names, the registrar must include a note in the register of limited partnerships stating either—
(a) that the limited partnership has been removed from the index of names because of its dissolution, or
(b) that the limited partnership has been removed from the index of names because of its deregistration under section 26.
(3) The registrar must also publish a notice of the removal in the Gazette if the limited partnership is removed from the index of names other than following the publication of a dissolution notice under section 19 or a deregistration notice under section 26.
(4) Notes included in the register of limited partnerships in accordance with subsection (2) are part of the register of limited partnerships.
(5) A note may be removed if it no longer serves any useful purpose.
(6) In this section “the index of names” means the index kept by the registrar under section 1099 of the Companies Act 2006.’”—(Kevin Hollinrake.)",house-of-commons,647
uk.org.publicwhip/debate/2023-01-24c.961.1.1,uk.org.publicwhip/debate/2023-01-24c.961.1,2023-01-24,New Clause 15: Economic Crime and Corporate Transparency Bill,"New Clause 15 - Reports on the implementation and operation of Parts 1 to 3
“(1) The Secretary of State must—
(a) prepare reports on the implementation and operation of Parts 1 to 3, and
(b) lay a copy of each report before Parliament.
(2) The first report must be laid within the period of 6 months beginning with the day on which this Act is passed.
(3) Each subsequent report must be laid within the period of 12 months beginning with the day on which the previous report was laid.
(4) But the duty to prepare and lay reports under subsection (1) ceases with the laying of the first report on or after 1 January 2030.” —(Kevin Hollinrake.)",house-of-commons,648
uk.org.publicwhip/debate/2023-01-24c.961.3.1,uk.org.publicwhip/debate/2023-01-24c.961.3,2023-01-24,New Clause 22: Economic Crime and Corporate Transparency Bill,"New Clause 22 - Person convicted under National Minimum Wage Act not to be appointed as director
‘(1) The Company Directors Disqualification Act 1986 is amended as follows.
(2) After Clause 5A (Disqualification for certain convictions abroad) insert—
“5B Person convicted under National Minimum Wage Act not to be appointed as director
(1) A person may not be appointed a director of a company if the person is convicted of a criminal offence under section 31 of the National Minimum Wage Act 1998 on or after the day on which section 32(2) of the Economic Crime and Corporate Transparency Act 2022 comes fully into force.
(2) It is an offence for such a person to act as director of a company or directly or indirectly to take part in or be concerned in the promotion, formation or management of a company, without the leave of the High Court.
(3) An appointment made in contravention of this section is void.”’—(Seema Malhotra.)",house-of-commons,138
uk.org.publicwhip/debate/2023-01-24c.966.1.1,uk.org.publicwhip/debate/2023-01-24c.966.1,2023-01-24,New Clause 34: Economic Crime and Corporate Transparency Bill,"New Clause 34 - Report on the authorisation of foreign corporate service providers
“(1) Within six months of the day on which this Act is passed, the Secretary of State must publish a report on the authorisation of foreign corporate service providers.
(2) The report in subsection (1) must include but is not limited to—
(a) the number of authorised corporate service providers with a head office based in a territory outside the United Kingdom,
(b) the number of foreign corporate service providers authorised as set out in section 1098I(1) of the Companies Act 2006, and
(c) the number of foreign corporate service providers identified in subsection (2)(b) by territory.”—(Seema Malhotra.)",house-of-commons,139
uk.org.publicwhip/debate/2023-01-24c.970.1.1,uk.org.publicwhip/debate/2023-01-24c.970.1,2023-01-24,New Clause 36: Economic Crime and Corporate Transparency Bill,"New Clause 36 - Integrity of the register
“(1) The registrar must ensure that information set out in the register prior to the provisions of this Act coming into force is accurate, up to date, and meets the requirements set out in the Act.
(2) The duty under subsection (1) includes ensuring that each entry lists the unique identification number of the Director of a company.
(3) The registrar will also make an annual report to Parliament on the status of its work to update existing company registrations.
(4) The report under subsection (3) must include—
(a) information on how many existing company registrations the registrar has evaluated to check the accuracy of the information provided, and
(b) details of how many existing company registrations have still to be evaluated by the Registrar to check the accuracy of the information provided.”—(Alison Thewliss.)",house-of-commons,140
uk.org.publicwhip/debate/2023-01-24c.981.10.3,uk.org.publicwhip/debate/2023-01-24c.981.10,2023-01-24,Delegated Legislation: Immigration,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Environmental Targets (Biodiversity) (England) Regulations 2022, which were laid before this House on 19 December 2022, be approved.—(Fay Jones.)",house-of-commons,649
uk.org.publicwhip/debate/2023-01-24c.982.3.3,uk.org.publicwhip/debate/2023-01-24c.982.3,2023-01-24,Approve: Environmental Targets (Marine Protected Areas) Regulations 2022,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Environmental Targets (Marine Protected Areas) Regulations 2022, which were laid before this House on 19 December 2022, be approved.—(Fay Jones.)",house-of-commons,650
uk.org.publicwhip/debate/2023-01-24c.982.5.9,uk.org.publicwhip/debate/2023-01-24c.982.5,2023-01-24,Delegated Legislation: Environmental Protection,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the Russia (Sanctions) (EU Exit) (Amendment) (No. 17) Regulations 2022, dated 14 December 2022, which were laid before this House on 15 December 2022, be approved.—(Fay Jones.)",house-of-commons,651
uk.org.publicwhip/debate/2023-01-25b.1039.2.1,uk.org.publicwhip/debate/2023-01-25b.1039.2,2023-01-25,Leave for Bill: First-Aid (Mental Health),"I beg to move,
That leave be given to bring in a Bill to make mental health first-aid part of first-aid training requirements; and for connected purposes.",house-of-commons,554
uk.org.publicwhip/debate/2023-01-25b.1044.0.1,uk.org.publicwhip/debate/2023-01-25b.1044.0,2023-01-25,Second Reading: Economic Crime and Corporate Transparency Bill,"I beg to move, That the clause be read a Second time.",house-of-commons,555
uk.org.publicwhip/debate/2023-01-25b.1095.1.1,uk.org.publicwhip/debate/2023-01-25b.1095.1,2023-01-25,New Clause 3: Economic Crime and Corporate Transparency Bill,"New Clause 3 - Home Office review of the Tier 1 (Investor) visa scheme: publication
“Home Office review of the Tier 1 (Investor) visa scheme: publication
Within a day of the passage of this Act, the Secretary of State must publish in full the findings of the Home Office review of the Tier 1 (Investor) visa scheme which relate to economic crime.” —(Layla Moran.)",house-of-commons,101
uk.org.publicwhip/debate/2023-01-25b.1099.1.1,uk.org.publicwhip/debate/2023-01-25b.1099.1,2023-01-25,New Clause 26: Economic Crime and Corporate Transparency Bill,"New Clause 26 - Beneficial owners in overseas territories
‘(1) The Sanctions and Anti-Money Laundering Act 2018 is amended as follows.
(2) In section 51, after subsection (5) insert—
“(5A) The Secretary of State must ensure that the Order in Council under subsection (2) above comes into effect on date no later than 30 June 2023.”’—(Stephen Kinnock.)",house-of-commons,102
uk.org.publicwhip/debate/2023-01-25b.1103.1.1,uk.org.publicwhip/debate/2023-01-25b.1103.1,2023-01-25,New Clause 27: Economic Crime and Corporate Transparency Bill,"New Clause 27 - Compensation for Victims of Economic Crime
“(1) The Secretary of State must, no later than 90 days from the date on which this Act comes into force, publish and lay before Parliament a strategy for the potential establishment of a fund for the compensation of victims of economic crime.
(2) The strategy may include provisions on the management and disposal of any assets realised by the government, or any body with law enforcement responsibilities in relation to economic crime, under relevant UK legislation.”—(Stephen Kinnock.)",house-of-commons,103
uk.org.publicwhip/debate/2023-01-25b.1113.0.1,uk.org.publicwhip/debate/2023-01-25b.1113.0,2023-01-25,Third Reading: Economic Crime and Corporate Transparency Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,556
uk.org.publicwhip/debate/2023-01-25b.1116.3.1,uk.org.publicwhip/debate/2023-01-25b.1116.3,2023-01-25,Delegated Legislation,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Bereavement Benefits (Remedial) Order 2022, which was laid before this House on 13 October 2022, be approved.—(Joy Morrissey.)",house-of-commons,557
uk.org.publicwhip/debate/2023-01-25b.1119.1.1,uk.org.publicwhip/debate/2023-01-25b.1119.1,2023-01-25,Adjournment Debate: Britishvolt,"Motion made, and Question proposed, That this House do now adjourn.—(Joy Morrissey.)",house-of-commons,558
uk.org.publicwhip/debate/2023-01-25b.1131.2.1,uk.org.publicwhip/debate/2023-01-25b.1131.2,2023-01-25,Deferred Divisions: Environmental Protection,"That the draft Environmental Targets (Biodiversity) (England) Regulations 2022, which, were laid before this House on 19 December 2022, be approved.",house-of-commons,104
uk.org.publicwhip/debate/2023-01-25b.1134.1.1,uk.org.publicwhip/debate/2023-01-25b.1134.1,2023-01-25,Deferred Divisions: Environmental Protection,"That the draft Environmental Targets (Woodland and Trees Outside Woodland) (England) Regulations 2022, which were laid before this House on 20 December 2022, be approved.",house-of-commons,105
uk.org.publicwhip/debate/2023-01-25b.1138.1.1,uk.org.publicwhip/debate/2023-01-25b.1138.1,2023-01-25,Deferred Divisions: Agriculture,"That the draft Environmental Targets (Water) (England) Regulations 2022, which were laid before this House on 19 December 2022, be approved.",house-of-commons,106
uk.org.publicwhip/debate/2023-01-25b.1141.1.1,uk.org.publicwhip/debate/2023-01-25b.1141.1,2023-01-25,Deferred Divisions: Environmental Protection,"That the draft Environmental Targets (Fine Particulate Matter) (England) Regulations 2022, which were laid before this House on 19 December 2022, be approved.",house-of-commons,107
uk.org.publicwhip/debate/2023-01-25b.1145.1.1,uk.org.publicwhip/debate/2023-01-25b.1145.1,2023-01-25,Deferred Divisions: Environmental Protection,"That the draft Environmental Targets (Residual Waste) (England) Regulations 2022, which were laid before this House on 19 December 2022, be approved.",house-of-commons,108
uk.org.publicwhip/debate/2023-01-26b.1224.4.1,uk.org.publicwhip/debate/2023-01-26b.1224.4,2023-01-26,Holocaust Memorial Day,"I beg to move,
That this House has considered Holocaust Memorial Day.",house-of-commons,654
uk.org.publicwhip/debate/2023-01-26b.1275.1.1,uk.org.publicwhip/debate/2023-01-26b.1275.1,2023-01-26,Adjournment Debate: Midlands Metro Extension,"Motion made, and Question proposed, That this House do now adjourn.—(Joy Morrissey.)",house-of-commons,655
uk.org.publicwhip/debate/2023-01-30c.148.9.1,uk.org.publicwhip/debate/2023-01-30c.148.9,2023-01-30,Clause 5 - Commencement,"Amendment proposed: 32, in clause 5, page 2, line 15, at end insert—
“(2) But no regulations may be made under this Act or the Schedule to this Act before the Secretary of State has laid before Parliament statements of consent to the Act from—
(a) the Scottish Parliament,
(b) Senedd Cymru, and
(c) the Greater London Assembly.”—(Alan Brown.)",house-of-commons,188
uk.org.publicwhip/debate/2023-01-30c.151.1.1,uk.org.publicwhip/debate/2023-01-30c.151.1,2023-01-30,Amendment: Strikes (Minimum Service Levels) Bill: Schedule - Minimum Service Levels for Certain Strikes,"Amendment proposed: 2, page 3, line 31, at end insert—
“(5) Levels of service set by regulations under subsection (1) may not exceed the lowest actual level of service for the relevant service recorded on any day of the 12 months before the regulations are laid.",house-of-commons,189
uk.org.publicwhip/debate/2023-01-30c.152.1.3,uk.org.publicwhip/debate/2023-01-30c.152.1,2023-01-30,Amendment: Strikes (Minimum Service Levels) Bill: Schedule - Minimum Service Levels for Certain Strikes,"Amendment proposed: 4, page 3, line 31, at end insert—
“(5) The Secretary of State may not make any regulations under this section until after a Minister of the Crown has laid before Parliament assessments outlining the impacts of the Strikes (Minimum Service Levels) Act 2023 on—
(a) workforce numbers,
(b) Individual workers,
(c) employers,
(d) trade unions, and
(e) equalities.”—(Angela Rayner.)",house-of-commons,190
uk.org.publicwhip/debate/2023-01-30c.156.1.5,uk.org.publicwhip/debate/2023-01-30c.156.1,2023-01-30,Amendment: Strikes (Minimum Service Levels) Bill: Schedule - Minimum Service Levels for Certain Strikes,"Amendment proposed: 1, page 6, line 29, leave out paragraphs 6 to 10.—(Angela Rayner.)",house-of-commons,191
uk.org.publicwhip/debate/2023-01-30c.165.0.1,uk.org.publicwhip/debate/2023-01-30c.165.0,2023-01-30,Third Reading: Strikes (Minimum Service Levels) Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,187
uk.org.publicwhip/debate/2023-01-30c.172.1.1,uk.org.publicwhip/debate/2023-01-30c.172.1,2023-01-30,Deputy Speakers,"Motion made, and Question put forthwith (Standing Order No. 9(6)),
That paragraphs (1) and (2) of the Order of 19 December 2022 relating to the appointment of Sir Roger Gale as Deputy Speaker and to the exercise of the functions of the Chairman of Ways and Means shall continue to have effect for the period up to and including 3 March 2023.—(Penny Mordaunt.)",house-of-commons,787
uk.org.publicwhip/debate/2023-01-30c.172.6.1,uk.org.publicwhip/debate/2023-01-30c.172.6,2023-01-30,Approve: Civil Contingencies Act 2004 (Amendment of List of Responders) Order 2023,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Civil Contingencies Act 2004 (Amendment of List of Responders) Order 2023, which was laid before this House on 6 December 2022, be approved.—(Steve Double.)",house-of-commons,788
uk.org.publicwhip/debate/2023-01-30c.173.1.1,uk.org.publicwhip/debate/2023-01-30c.173.1,2023-01-30,Adjournment Debate: PIP Breast Implants,"Motion made, and Question proposed, That this House do now adjourn.—(Steve Double.)",house-of-commons,789
