gid,date,major_heading_id,minor_heading_id,speech_id,paragraph_pid,agreed_text,motion_title,motion_gid,chamber,negative,__index_level_0__
uk.org.publicwhip/debate/2022-09-07c.277.1.2,2022-09-07,uk.org.publicwhip/debate/2022-09-07c.275.0,"",uk.org.publicwhip/debate/2022-09-07c.277.1,c277.1/2,Question put and agreed to.,Leave for Bill: Lithium-Ion Battery Storage (Fire Safety and Environmental Permits),uk.org.publicwhip/debate/2022-09-07c.275.2.1,house-of-commons,,201
uk.org.publicwhip/debate/2022-09-07c.343.1.11,2022-09-07,uk.org.publicwhip/debate/2022-09-07c.278.0,"",uk.org.publicwhip/debate/2022-09-07c.343.1,c343.1/11,Question put and agreed to.,Second Reading: Financial Services and Markets Bill,uk.org.publicwhip/debate/2022-09-07c.278.3.1,house-of-commons,,202
uk.org.publicwhip/debate/2022-09-07c.345.1.14,2022-09-07,uk.org.publicwhip/debate/2022-09-07c.345.0,"",uk.org.publicwhip/debate/2022-09-07c.345.1,c345.1/14,Question agreed to.,Financial Services and Markets Bill (Programme),uk.org.publicwhip/debate/2022-09-07c.345.1.1,house-of-commons,,203
uk.org.publicwhip/debate/2022-09-07c.346.1.6,2022-09-07,uk.org.publicwhip/debate/2022-09-07c.346.0,"",uk.org.publicwhip/debate/2022-09-07c.346.1,c346.1/6,Question agreed to.,Financial Services and Markets Bill (Money),uk.org.publicwhip/debate/2022-09-07c.346.1.1,house-of-commons,,204
uk.org.publicwhip/debate/2022-09-07c.346.10.2,2022-09-07,uk.org.publicwhip/debate/2022-09-07c.346.5,uk.org.publicwhip/debate/2022-09-07c.346.9,uk.org.publicwhip/debate/2022-09-07c.346.10,c346.10/2,Question agreed to.,: ,uk.org.publicwhip/debate/2022-09-07c.346.10.2,house-of-commons,,205
uk.org.publicwhip/debate/2022-09-07c.346.3.6,2022-09-07,uk.org.publicwhip/debate/2022-09-07c.346.2,"",uk.org.publicwhip/debate/2022-09-07c.346.3,c346.3/6,Question agreed to.,Financial Services and Markets Bill (Ways and Means),uk.org.publicwhip/debate/2022-09-07c.346.3.1,house-of-commons,,206
uk.org.publicwhip/debate/2022-09-07c.346.8.2,2022-09-07,uk.org.publicwhip/debate/2022-09-07c.346.5,uk.org.publicwhip/debate/2022-09-07c.346.7,uk.org.publicwhip/debate/2022-09-07c.346.8,c346.8/2,Question agreed to.,Delegated Legislation,uk.org.publicwhip/debate/2022-09-07c.346.6.1,house-of-commons,,207
uk.org.publicwhip/debate/2022-09-07c.354.0.6,2022-09-07,uk.org.publicwhip/debate/2022-09-07c.349.0,"",uk.org.publicwhip/debate/2022-09-07c.354.0,c354.0/6,Question put and agreed to.,Adjournment Debate: Small Modular Reactors: Government Funding,uk.org.publicwhip/debate/2022-09-07c.349.1.1,house-of-commons,,208
uk.org.publicwhip/debate/2022-09-08b.449.0.2,2022-09-08,uk.org.publicwhip/debate/2022-09-08b.398.0,"",uk.org.publicwhip/debate/2022-09-08b.449.0,b449.0/2,Question put and agreed to.,UK Energy Costs,uk.org.publicwhip/debate/2022-09-08b.398.2.1,house-of-commons,,422
uk.org.publicwhip/debate/2022-09-08b.471.1.4,2022-09-08,uk.org.publicwhip/debate/2022-09-08b.452.0,"",uk.org.publicwhip/debate/2022-09-08b.471.1,b471.1/4,Question put and agreed to.,Second Reading: Social Security (Special Rules for End of Life) Bill [Lords],uk.org.publicwhip/debate/2022-09-08b.452.2.1,house-of-commons,,423
uk.org.publicwhip/debate/2022-09-08b.471.3.4,2022-09-08,uk.org.publicwhip/debate/2022-09-08b.471.2,"",uk.org.publicwhip/debate/2022-09-08b.471.3,b471.3/4,Question agreed to.,Social Security (Special Rules for End of Life) Bill [Lords] (Money),uk.org.publicwhip/debate/2022-09-08b.471.3.2,house-of-commons,,424
uk.org.publicwhip/debate/2022-09-08b.476.1.4,2022-09-08,uk.org.publicwhip/debate/2022-09-08b.472.0,uk.org.publicwhip/debate/2022-09-08b.472.3,uk.org.publicwhip/debate/2022-09-08b.476.1,b476.1/4,Question put and agreed to.,Clause 1 - Rules to apply where death expected within 12 months,uk.org.publicwhip/debate/2022-09-08b.472.4.1,house-of-commons,,425
uk.org.publicwhip/debate/2022-09-08b.478.1.2,2022-09-08,uk.org.publicwhip/debate/2022-09-08b.472.0,uk.org.publicwhip/debate/2022-09-08b.477.0,uk.org.publicwhip/debate/2022-09-08b.478.1,b478.1/2,Question put and agreed to.,Third Reading: Social Security (Special Rules for End of Life) Bill [Lords],uk.org.publicwhip/debate/2022-09-08b.477.2.1,house-of-commons,,426
uk.org.publicwhip/debate/2022-09-08b.489.0.3,2022-09-08,uk.org.publicwhip/debate/2022-09-08b.480.0,"",uk.org.publicwhip/debate/2022-09-08b.489.0,b489.0/3,Question put and agreed to.,Adjournment Debate: Free School Meals and Child Poverty,uk.org.publicwhip/debate/2022-09-08b.480.1.1,house-of-commons,,427
uk.org.publicwhip/debate/2022-09-22a.854.1.7,2022-09-22,uk.org.publicwhip/debate/2022-09-22a.854.0,"",uk.org.publicwhip/debate/2022-09-22a.854.1,a854.1/7,Question put and agreed to.,Business of the House (Today),uk.org.publicwhip/debate/2022-09-22a.854.1.1,house-of-commons,,431
uk.org.publicwhip/debate/2022-09-22a.906.0.2,2022-09-22,uk.org.publicwhip/debate/2022-09-22a.855.0,"",uk.org.publicwhip/debate/2022-09-22a.906.0,a906.0/2,Question put and agreed to.,Ukraine,uk.org.publicwhip/debate/2022-09-22a.855.1.1,house-of-commons,,432
uk.org.publicwhip/debate/2022-09-22a.906.2.3,2022-09-22,uk.org.publicwhip/debate/2022-09-22a.906.1,"",uk.org.publicwhip/debate/2022-09-22a.906.2,a906.2/3,Question put and agreed to.,Disapply Standing Order 41A,uk.org.publicwhip/debate/2022-09-22a.906.2.1,house-of-commons,,433
uk.org.publicwhip/debate/2022-09-22a.919.1.8,2022-09-22,uk.org.publicwhip/debate/2022-09-22a.907.0,"",uk.org.publicwhip/debate/2022-09-22a.919.1,a919.1/8,Question put and agreed to.,Sanctions,uk.org.publicwhip/debate/2022-09-22a.907.2.1,house-of-commons,,434
uk.org.publicwhip/debate/2022-09-22a.922.11.2,2022-09-22,uk.org.publicwhip/debate/2022-09-22a.922.6,uk.org.publicwhip/debate/2022-09-22a.922.10,uk.org.publicwhip/debate/2022-09-22a.922.11,a922.11/2,Question agreed to.,: ,uk.org.publicwhip/debate/2022-09-22a.922.11.2,house-of-commons,,435
uk.org.publicwhip/debate/2022-09-22a.922.9.2,2022-09-22,uk.org.publicwhip/debate/2022-09-22a.922.6,uk.org.publicwhip/debate/2022-09-22a.922.8,uk.org.publicwhip/debate/2022-09-22a.922.9,a922.9/2,Question agreed to.,Approve: Warm Home Discount (Scotland) Regulations 2022,uk.org.publicwhip/debate/2022-09-22a.922.7.1,house-of-commons,,436
uk.org.publicwhip/debate/2022-09-22a.930.0.14,2022-09-22,uk.org.publicwhip/debate/2022-09-22a.924.0,"",uk.org.publicwhip/debate/2022-09-22a.930.0,a930.0/14,Question put and agreed to.,Adjournment Debate: Worcester Warriors Rugby Club,uk.org.publicwhip/debate/2022-09-22a.924.1.1,house-of-commons,,437
uk.org.publicwhip/debate/2022-09-23a.982.0.19,2022-09-23,uk.org.publicwhip/debate/2022-09-23a.980.0,"",uk.org.publicwhip/debate/2022-09-23a.982.0,a982.0/19,Question put and agreed to.,Adjournment Debate: Campsfield House Immigration Removal Centre,uk.org.publicwhip/debate/2022-09-23a.980.1.1,house-of-commons,,576
uk.org.publicwhip/debate/2022-10-11b.100.0.2,2022-10-11,uk.org.publicwhip/debate/2022-10-11b.86.0,uk.org.publicwhip/debate/2022-10-11b.86.2,uk.org.publicwhip/debate/2022-10-11b.100.0,b100.0/2,Question put and agreed to.,Third Reading: Health and Social Care Levy (Repeal) Bill,uk.org.publicwhip/debate/2022-10-11b.96.1.7,house-of-commons,,120
uk.org.publicwhip/debate/2022-10-11b.105.3.16,2022-10-11,uk.org.publicwhip/debate/2022-10-11b.101.0,"",uk.org.publicwhip/debate/2022-10-11b.105.3,b105.3/16,Question put and agreed to.,Adjournment Debate: Dental Training College: East Anglia,uk.org.publicwhip/debate/2022-10-11b.101.1.1,house-of-commons,,121
uk.org.publicwhip/debate/2022-10-11b.48.2.18,2022-10-11,uk.org.publicwhip/debate/2022-10-11b.48.0,"",uk.org.publicwhip/debate/2022-10-11b.48.2,b48.2/18,Question put and agreed to.,Leave for Bill: Sale of Property (Sealed Bids),uk.org.publicwhip/debate/2022-10-11b.48.2.1,house-of-commons,,116
uk.org.publicwhip/debate/2022-10-11b.51.2.16,2022-10-11,uk.org.publicwhip/debate/2022-10-11b.51.0,"",uk.org.publicwhip/debate/2022-10-11b.51.2,b51.2/16,Question put and agreed to.,Leave for Bill: Bowel Conditions (Assessment),uk.org.publicwhip/debate/2022-10-11b.51.2.1,house-of-commons,,117
uk.org.publicwhip/debate/2022-10-11b.84.2.4,2022-10-11,uk.org.publicwhip/debate/2022-10-11b.56.0,"",uk.org.publicwhip/debate/2022-10-11b.84.2,b84.2/4,Question put and agreed to.,Second Reading: Health and Social Care Levy (Repeal) Bill,uk.org.publicwhip/debate/2022-10-11b.56.2.1,house-of-commons,,118
uk.org.publicwhip/debate/2022-10-11b.85.1.6,2022-10-11,uk.org.publicwhip/debate/2022-10-11b.85.0,"",uk.org.publicwhip/debate/2022-10-11b.85.1,b85.1/6,Question agreed to.,Health and Social Care Levy (Repeal) Bill (Money),uk.org.publicwhip/debate/2022-10-11b.85.1.2,house-of-commons,,119
uk.org.publicwhip/debate/2022-10-12b.155.2.9,2022-10-12,uk.org.publicwhip/debate/2022-10-12b.155.0,"",uk.org.publicwhip/debate/2022-10-12b.155.2,b155.2/9,Question put and agreed to.,Leave for Bill: Marine Activities (Licensing),uk.org.publicwhip/debate/2022-10-12b.155.2.1,house-of-commons,,612
uk.org.publicwhip/debate/2022-10-12b.203.3.4,2022-10-12,uk.org.publicwhip/debate/2022-10-12b.203.0,uk.org.publicwhip/debate/2022-10-12b.203.2,uk.org.publicwhip/debate/2022-10-12b.203.3,b203.3/4,Question agreed to.,Other proceedings: IDENTITY AND LANGUAGE (NORTHERN IRELAND) BILL [LORDS]: MONEY,uk.org.publicwhip/debate/2022-10-12b.203.3.2,house-of-commons,,613
uk.org.publicwhip/debate/2022-10-12b.203.5.3,2022-10-12,uk.org.publicwhip/debate/2022-10-12b.203.4,"",uk.org.publicwhip/debate/2022-10-12b.203.5,b203.5/3,Question agreed to.,BUSINESS OF THE HOUSE (TODAY),uk.org.publicwhip/debate/2022-10-12b.203.5.1,house-of-commons,,614
uk.org.publicwhip/debate/2022-10-12b.220.1.3,2022-10-12,uk.org.publicwhip/debate/2022-10-12b.204.0,"",uk.org.publicwhip/debate/2022-10-12b.220.1,b220.1/3,Question put and agreed to.,Voting by Proxy  (Amendment and Extension),uk.org.publicwhip/debate/2022-10-12b.204.2.1,house-of-commons,,615
uk.org.publicwhip/debate/2022-10-12b.221.10.2,2022-10-12,uk.org.publicwhip/debate/2022-10-12b.221.3,uk.org.publicwhip/debate/2022-10-12b.221.9,uk.org.publicwhip/debate/2022-10-12b.221.10,b221.10/2,Question agreed to.,Delegated Legislation: Financial Services,uk.org.publicwhip/debate/2022-10-12b.221.10.1,house-of-commons,,616
uk.org.publicwhip/debate/2022-10-12b.226.0.12,2022-10-12,uk.org.publicwhip/debate/2022-10-12b.223.0,"",uk.org.publicwhip/debate/2022-10-12b.226.0,b226.0/12,Question put and agreed to.,Adjournment Debate: Hedge End Train Station: Accessibility,uk.org.publicwhip/debate/2022-10-12b.223.1.1,house-of-commons,,617
uk.org.publicwhip/debate/2022-10-13a.342.0.4,2022-10-13,uk.org.publicwhip/debate/2022-10-13a.281.0,"",uk.org.publicwhip/debate/2022-10-13a.342.0,a342.0/4,Question put and agreed to.,Second Reading: Economic Crime and Corporate Transparency Bill,uk.org.publicwhip/debate/2022-10-13a.281.2.1,house-of-commons,,265
uk.org.publicwhip/debate/2022-10-13a.342.13.4,2022-10-13,uk.org.publicwhip/debate/2022-10-13a.342.12,"",uk.org.publicwhip/debate/2022-10-13a.342.13,a342.13/4,Question agreed to.,Economic Crime and Corporate Transparency Bill (Money),uk.org.publicwhip/debate/2022-10-13a.342.13.2,house-of-commons,,266
uk.org.publicwhip/debate/2022-10-13a.343.1.5,2022-10-13,uk.org.publicwhip/debate/2022-10-13a.343.0,"",uk.org.publicwhip/debate/2022-10-13a.343.1,a343.1/5,Question agreed to.,Economic Crime and Corporate Transparency Bill (Ways and Means),uk.org.publicwhip/debate/2022-10-13a.343.1.1,house-of-commons,,267
uk.org.publicwhip/debate/2022-10-13a.352.0.2,2022-10-13,uk.org.publicwhip/debate/2022-10-13a.344.0,"",uk.org.publicwhip/debate/2022-10-13a.352.0,a352.0/2,Question put and agreed to.,Adjournment Debate: Persecution of the Rohingya: International Response,uk.org.publicwhip/debate/2022-10-13a.344.1.1,house-of-commons,,268
uk.org.publicwhip/debate/2022-10-17c.432.3.6,2022-10-17,uk.org.publicwhip/debate/2022-10-17c.431.0,"",uk.org.publicwhip/debate/2022-10-17c.432.3,c432.3/6,Question put and agreed to.,Leave for Bill: Financial Investment and Deforestation,uk.org.publicwhip/debate/2022-10-17c.431.2.1,house-of-commons,,180
uk.org.publicwhip/debate/2022-10-17c.434.3.16,2022-10-17,uk.org.publicwhip/debate/2022-10-17c.434.2,"",uk.org.publicwhip/debate/2022-10-17c.434.3,c434.3/16,"Main Question, as amended, put and agreed to.",Second Reading: Miscellaneous,uk.org.publicwhip/debate/2022-10-17c.434.3.17,house-of-commons,,181
uk.org.publicwhip/debate/2022-10-17c.449.0.8,2022-10-17,uk.org.publicwhip/debate/2022-10-17c.437.0,"",uk.org.publicwhip/debate/2022-10-17c.449.0,c449.0/8,Question put and agreed to.,Second Reading: Energy Prices Bill,uk.org.publicwhip/debate/2022-10-17c.437.2.1,house-of-commons,,182
uk.org.publicwhip/debate/2022-10-17c.450.1.6,2022-10-17,uk.org.publicwhip/debate/2022-10-17c.450.0,"",uk.org.publicwhip/debate/2022-10-17c.450.1,c450.1/6,Question agreed to.,Energy Prices Bill (Money),uk.org.publicwhip/debate/2022-10-17c.450.1.2,house-of-commons,,183
uk.org.publicwhip/debate/2022-10-17c.450.3.6,2022-10-17,uk.org.publicwhip/debate/2022-10-17c.450.2,"",uk.org.publicwhip/debate/2022-10-17c.450.3,c450.3/6,Question agreed to.,Energy Prices Bill (Ways and Means),uk.org.publicwhip/debate/2022-10-17c.450.3.1,house-of-commons,,184
uk.org.publicwhip/debate/2022-10-17c.482.2.3,2022-10-17,uk.org.publicwhip/debate/2022-10-17c.451.0,uk.org.publicwhip/debate/2022-10-17c.451.3,uk.org.publicwhip/debate/2022-10-17c.482.2,c482.2/3,Question put and agreed to.,Energy Prices Bill: Domestic energy price reduction schemes for Great Britain,uk.org.publicwhip/debate/2022-10-17c.451.4.1,house-of-commons,,185
uk.org.publicwhip/debate/2022-10-17c.494.2.3,2022-10-17,uk.org.publicwhip/debate/2022-10-17c.451.0,uk.org.publicwhip/debate/2022-10-17c.490.0,uk.org.publicwhip/debate/2022-10-17c.494.2,c494.2/3,Question put and agreed to.,Third Reading: Energy Prices Bill,uk.org.publicwhip/debate/2022-10-17c.494.0.1,house-of-commons,,186
uk.org.publicwhip/debate/2022-10-17c.504.7.12,2022-10-17,uk.org.publicwhip/debate/2022-10-17c.497.0,"",uk.org.publicwhip/debate/2022-10-17c.504.7,c504.7/12,Question put and agreed to.,Adjournment Debate: Lawfare and Investigative Journalism,uk.org.publicwhip/debate/2022-10-17c.497.1.1,house-of-commons,,187
uk.org.publicwhip/debate/2022-10-18c.606.4.2,2022-10-18,uk.org.publicwhip/debate/2022-10-18c.548.0,uk.org.publicwhip/debate/2022-10-18c.548.2,uk.org.publicwhip/debate/2022-10-18c.606.4,c606.4/2,Question put and agreed to.,Second Reading: Public Order Bill,uk.org.publicwhip/debate/2022-10-18c.548.4.1,house-of-commons,,174
uk.org.publicwhip/debate/2022-10-18c.607.1.29,2022-10-18,uk.org.publicwhip/debate/2022-10-18c.548.0,uk.org.publicwhip/debate/2022-10-18c.607.0,uk.org.publicwhip/debate/2022-10-18c.607.1,c607.1/29,"Brought up, read the First and Second time, and added to the Bill.",New Clause 8: Public Order Bill,uk.org.publicwhip/debate/2022-10-18c.607.1.1,house-of-commons,,175
uk.org.publicwhip/debate/2022-10-18c.649.0.4,2022-10-18,uk.org.publicwhip/debate/2022-10-18c.634.0,"",uk.org.publicwhip/debate/2022-10-18c.649.0,c649.0/4,Question put and agreed to.,Standards,uk.org.publicwhip/debate/2022-10-18c.634.3.1,house-of-commons,,176
uk.org.publicwhip/debate/2022-10-18c.649.2.51,2022-10-18,uk.org.publicwhip/debate/2022-10-18c.649.1,"",uk.org.publicwhip/debate/2022-10-18c.649.2,c649.2/51,"Main Question, as amended, put and agreed to.","Standing Orders Etc. (Committee on Standards, Parliamentary Commissioner for Standards, Independent Export Panel)",uk.org.publicwhip/debate/2022-10-18c.649.2.52,house-of-commons,,177
uk.org.publicwhip/debate/2022-10-18c.658.0.2,2022-10-18,uk.org.publicwhip/debate/2022-10-18c.654.0,"",uk.org.publicwhip/debate/2022-10-18c.658.0,c658.0/2,Question put and agreed to.,Parliamentary Commissioner for Standards (Appointment),uk.org.publicwhip/debate/2022-10-18c.654.1.1,house-of-commons,,178
uk.org.publicwhip/debate/2022-10-18c.658.7.2,2022-10-18,uk.org.publicwhip/debate/2022-10-18c.658.2,uk.org.publicwhip/debate/2022-10-18c.658.6,uk.org.publicwhip/debate/2022-10-18c.658.7,c658.7/2,Question agreed to.,Approve: Health and Social Care Act (Northern Ireland) 2022 (Consequential Amendments) Order 2022,uk.org.publicwhip/debate/2022-10-18c.658.7.1,house-of-commons,,179
uk.org.publicwhip/debate/2022-10-19b.694.1.2,2022-10-19,uk.org.publicwhip/debate/2022-10-19b.692.0,"",uk.org.publicwhip/debate/2022-10-19b.694.1,b694.1/2,Question put and agreed to.,Leave for Bill: Energy Costs (Pre-payment Meters and Social Tariffs),uk.org.publicwhip/debate/2022-10-19b.692.2.1,house-of-commons,,477
uk.org.publicwhip/debate/2022-10-19b.799.1.3,2022-10-19,uk.org.publicwhip/debate/2022-10-19b.748.0,"",uk.org.publicwhip/debate/2022-10-19b.799.1,b799.1/3,Question agreed to.,Ban on Fracking for Shale Gas Bill,uk.org.publicwhip/debate/2022-10-19b.799.1.2,house-of-commons,,479
uk.org.publicwhip/debate/2022-10-19b.804.1.4,2022-10-19,uk.org.publicwhip/debate/2022-10-19b.748.0,"",uk.org.publicwhip/debate/2022-10-19b.804.1,b804.1/4,Question agreed to.,Ban on Fracking for Shale Gas Bill,uk.org.publicwhip/debate/2022-10-19b.804.1.3,house-of-commons,,480
uk.org.publicwhip/debate/2022-10-19b.804.1.5,2022-10-19,uk.org.publicwhip/debate/2022-10-19b.748.0,"",uk.org.publicwhip/debate/2022-10-19b.804.1,b804.1/5,"Main Question, as amended, put and agreed to.",Ban on Fracking for Shale Gas Bill,uk.org.publicwhip/debate/2022-10-19b.804.1.6,house-of-commons,,478
uk.org.publicwhip/debate/2022-10-19b.804.8.2,2022-10-19,uk.org.publicwhip/debate/2022-10-19b.804.5,uk.org.publicwhip/debate/2022-10-19b.804.7,uk.org.publicwhip/debate/2022-10-19b.804.8,b804.8/2,Question agreed to.,Approve: Sanctions (Damages Cap) Regulations 2022,uk.org.publicwhip/debate/2022-10-19b.804.6.1,house-of-commons,,481
uk.org.publicwhip/debate/2022-10-19b.807.1.13,2022-10-19,uk.org.publicwhip/debate/2022-10-19b.805.0,"",uk.org.publicwhip/debate/2022-10-19b.807.1,b807.1/13,Question put and agreed to.,Adjournment Debate: Air Quality in Towcester,uk.org.publicwhip/debate/2022-10-19b.805.1.1,house-of-commons,,482
uk.org.publicwhip/debate/2022-10-20b.922.0.5,2022-10-20,uk.org.publicwhip/debate/2022-10-20b.895.1,"",uk.org.publicwhip/debate/2022-10-20b.922.0,b922.0/5,Question put and agreed to.,NHS Dentistry,uk.org.publicwhip/debate/2022-10-20b.895.3.1,house-of-commons,,589
uk.org.publicwhip/debate/2022-10-20b.939.0.6,2022-10-20,uk.org.publicwhip/debate/2022-10-20b.923.0,"",uk.org.publicwhip/debate/2022-10-20b.939.0,b939.0/6,Question put and agreed to.,Motor Neurone Disease,uk.org.publicwhip/debate/2022-10-20b.923.2.1,house-of-commons,,590
uk.org.publicwhip/debate/2022-10-20b.944.0.12,2022-10-20,uk.org.publicwhip/debate/2022-10-20b.941.0,"",uk.org.publicwhip/debate/2022-10-20b.944.0,b944.0/12,Question put and agreed to.,Adjournment Debate: Fuel Poverty in Manchester Gorton,uk.org.publicwhip/debate/2022-10-20b.941.1.1,house-of-commons,,591
uk.org.publicwhip/debate/2022-10-21a.1006.0.4,2022-10-21,uk.org.publicwhip/debate/2022-10-21a.991.0,"",uk.org.publicwhip/debate/2022-10-21a.1006.0,a1006.0/4,Question put and agreed to.,Second Reading: Carer’s Leave Bill,uk.org.publicwhip/debate/2022-10-21a.991.2.1,house-of-commons,,560
uk.org.publicwhip/debate/2022-10-21a.1012.0.2,2022-10-21,uk.org.publicwhip/debate/2022-10-21a.1007.0,"",uk.org.publicwhip/debate/2022-10-21a.1012.0,a1012.0/2,Question put and agreed to.,Second Reading: Worker Protection (Amendment of Equality Act 2010) Bill,uk.org.publicwhip/debate/2022-10-21a.1007.2.1,house-of-commons,,561
uk.org.publicwhip/debate/2022-10-21a.1022.1.19,2022-10-21,uk.org.publicwhip/debate/2022-10-21a.1019.0,"",uk.org.publicwhip/debate/2022-10-21a.1022.1,a1022.1/19,Question put and agreed to.,"Adjournment Debate: Impact of the Gas Explosion in Galpin’s Road, Pollards Hill",uk.org.publicwhip/debate/2022-10-21a.1019.1.1,house-of-commons,,562
uk.org.publicwhip/debate/2022-10-21a.990.0.6,2022-10-21,uk.org.publicwhip/debate/2022-10-21a.948.0,"",uk.org.publicwhip/debate/2022-10-21a.990.0,a990.0/6,Question put and agreed to.,Second Reading: Protection from Redundancy (Pregnancy and Family Leave) Bill,uk.org.publicwhip/debate/2022-10-21a.948.2.1,house-of-commons,,559
uk.org.publicwhip/debate/2022-10-24b.103.9.2,2022-10-24,uk.org.publicwhip/debate/2022-10-24b.102.1,uk.org.publicwhip/debate/2022-10-24b.103.8,uk.org.publicwhip/debate/2022-10-24b.103.9,b103.9/2,Question agreed to.,Approve: Terrorism Act 2000 (Alterations to the Search Powers Code for England and Wales and Scotland) Order 2022,uk.org.publicwhip/debate/2022-10-24b.103.9.1,house-of-commons,,365
uk.org.publicwhip/debate/2022-10-24b.128.3.3,2022-10-24,uk.org.publicwhip/debate/2022-10-24b.104.0,"",uk.org.publicwhip/debate/2022-10-24b.128.3,b128.3/3,Question put and agreed to.,Adjournment Debate: Doncaster Sheffield Airport,uk.org.publicwhip/debate/2022-10-24b.104.1.1,house-of-commons,,366
uk.org.publicwhip/debate/2022-10-24b.71.0.4,2022-10-24,uk.org.publicwhip/debate/2022-10-24b.62.0,"",uk.org.publicwhip/debate/2022-10-24b.71.0,b71.0/4,Question put and agreed to.,Out-of-Turn Supplementary Estimates 2022-23,uk.org.publicwhip/debate/2022-10-24b.62.2.1,house-of-commons,,362
uk.org.publicwhip/debate/2022-10-24b.72.1.5,2022-10-24,uk.org.publicwhip/debate/2022-10-24b.62.0,uk.org.publicwhip/debate/2022-10-24b.72.0,uk.org.publicwhip/debate/2022-10-24b.72.1,b72.1/5,Question agreed to.,Third Reading: Out-of-Turn Supplementary Estimates 2022-23,uk.org.publicwhip/debate/2022-10-24b.72.1.7,house-of-commons,,363
uk.org.publicwhip/debate/2022-10-24b.72.1.8,2022-10-24,uk.org.publicwhip/debate/2022-10-24b.62.0,uk.org.publicwhip/debate/2022-10-24b.72.0,uk.org.publicwhip/debate/2022-10-24b.72.1,b72.1/8,Question agreed to.,Second Reading: Out-of-Turn Supplementary Estimates 2022-23,uk.org.publicwhip/debate/2022-10-24b.72.1.4,house-of-commons,,364
uk.org.publicwhip/debate/2022-10-25a.177.2.13,2022-10-25,uk.org.publicwhip/debate/2022-10-25a.177.0,"",uk.org.publicwhip/debate/2022-10-25a.177.2,a177.2/13,Question put and agreed to.,Leave for Bill: NHS Prescriptions (Drug Tariff Labelling),uk.org.publicwhip/debate/2022-10-25a.177.2.1,house-of-commons,,270
uk.org.publicwhip/debate/2022-10-25a.270.4.2,2022-10-25,uk.org.publicwhip/debate/2022-10-25a.270.1,uk.org.publicwhip/debate/2022-10-25a.270.3,uk.org.publicwhip/debate/2022-10-25a.270.4,a270.4/2,Question agreed to.,Delegated Legislation,uk.org.publicwhip/debate/2022-10-25a.270.2.1,house-of-commons,,271
uk.org.publicwhip/debate/2022-10-25a.270.6.2,2022-10-25,uk.org.publicwhip/debate/2022-10-25a.270.1,uk.org.publicwhip/debate/2022-10-25a.270.5,uk.org.publicwhip/debate/2022-10-25a.270.6,a270.6/2,Question agreed to.,Delegated Legislation: Civil Aviation,uk.org.publicwhip/debate/2022-10-25a.270.4.3,house-of-commons,,272
uk.org.publicwhip/debate/2022-10-25a.270.8.2,2022-10-25,uk.org.publicwhip/debate/2022-10-25a.270.1,uk.org.publicwhip/debate/2022-10-25a.270.7,uk.org.publicwhip/debate/2022-10-25a.270.8,a270.8/2,Question agreed to.,Delegated Legislation: Water Industry,uk.org.publicwhip/debate/2022-10-25a.270.6.3,house-of-commons,,273
uk.org.publicwhip/debate/2022-10-25a.278.1.4,2022-10-25,uk.org.publicwhip/debate/2022-10-25a.272.0,"",uk.org.publicwhip/debate/2022-10-25a.278.1,a278.1/4,Question put and agreed to.,Adjournment Debate: Eastern Link Undersea Cable Electricity Generation,uk.org.publicwhip/debate/2022-10-25a.272.1.1,house-of-commons,,274
uk.org.publicwhip/debate/2022-10-26d.317.2.13,2022-10-26,uk.org.publicwhip/debate/2022-10-26d.317.0,"",uk.org.publicwhip/debate/2022-10-26d.317.2,d317.2/13,Question put and agreed to.,Leave for Bill: Consumer Telephone Service Standards,uk.org.publicwhip/debate/2022-10-26d.317.2.1,house-of-commons,,487
uk.org.publicwhip/debate/2022-10-26d.372.0.2,2022-10-26,uk.org.publicwhip/debate/2022-10-26d.319.0,uk.org.publicwhip/debate/2022-10-26d.369.0,uk.org.publicwhip/debate/2022-10-26d.372.0,d372.0/2,Question put and agreed to.,Third Reading: Identity and Language  (Northern Ireland) Bill [Lords],uk.org.publicwhip/debate/2022-10-26d.369.2.1,house-of-commons,,488
uk.org.publicwhip/debate/2022-10-26d.372.5.2,2022-10-26,uk.org.publicwhip/debate/2022-10-26d.372.2,uk.org.publicwhip/debate/2022-10-26d.372.4,uk.org.publicwhip/debate/2022-10-26d.372.5,d372.5/2,Question agreed to.,Delegated Legislation,uk.org.publicwhip/debate/2022-10-26d.372.3.1,house-of-commons,,489
uk.org.publicwhip/debate/2022-10-26d.379.0.4,2022-10-26,uk.org.publicwhip/debate/2022-10-26d.374.0,"",uk.org.publicwhip/debate/2022-10-26d.379.0,d379.0/4,Question put and agreed to.,Adjournment Debate: Diagnostic Hospital: Stockton,uk.org.publicwhip/debate/2022-10-26d.374.1.1,house-of-commons,,490
uk.org.publicwhip/debate/2022-10-27c.470.3.2,2022-10-27,uk.org.publicwhip/debate/2022-10-27c.436.1,"",uk.org.publicwhip/debate/2022-10-27c.470.3,c470.3/2,Question put and agreed to.,National Food Strategy and Food Security,uk.org.publicwhip/debate/2022-10-27c.436.3.1,house-of-commons,,556
